date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,PM25_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-04-20,8.75,9.458,0.708,0.542,3.25,191.304,,,,2.957,5.083,,,,194.261
2011-04-21,15.917,21.792,5.875,1.292,11.0,191.304,,,,9.13,14.583,,,,200.435
2011-04-22,16.217,17.783,1.565,1.043,15.917,189.955,,,,8.136,16.957,,,,198.091
2011-04-23,5.208,5.208,0.0,0.083,14.292,187.0,,,,1.739,11.667,,,,188.739
2011-04-24,8.708,9.0,0.292,0.708,10.542,192.174,,,,4.391,16.792,,,,196.565
2011-04-25,18.565,23.826,5.261,0.87,15.083,193.348,,,,9.957,18.833,,,,203.304
2011-04-26,12.25,15.25,3.0,1.292,23.375,189.957,,,,6.174,23.708,,,,196.13
2011-04-27,3.833,4.042,0.208,1.0,39.833,186.348,,,,2.0,30.333,,,,188.348
2011-04-28,10.792,11.5,0.708,0.667,18.333,190.826,,,,9.957,15.875,,,,200.783
2011-04-29,10.333,10.792,0.458,0.583,9.667,191.565,,,,5.0,14.0,,,,196.565
2011-04-30,8.625,9.333,0.708,0.833,21.792,190.043,,,,8.087,,,,,198.13
2011-05-01,4.875,4.917,0.042,0.167,19.958,187.478,,,,3.174,,,,,190.652
2011-05-02,7.5,7.818,0.318,0.455,93.304,189.773,,,,4.909,,,,,194.682
2011-05-03,14.875,15.958,1.083,0.417,92.333,195.609,,,,12.478,,,,,208.087
2011-05-04,7.792,8.167,0.375,1.042,38.292,190.565,,,,7.13,,,,,197.696
2011-05-05,8.708,9.042,0.333,1.125,25.25,190.913,,,,6.478,,,,,197.391
2011-05-06,10.792,11.167,0.375,1.0,34.375,190.435,,,,6.87,,,,,197.304
2011-05-07,8.042,8.292,0.25,2.458,18.958,186.609,,,,6.87,,,,,193.478
2011-05-08,9.75,10.333,0.583,1.792,32.625,189.478,,,,9.652,,,,,199.13
2011-05-09,10.478,10.826,0.348,2.087,39.708,190.522,,,,9.87,,,,,200.391
2011-05-10,19.292,24.625,5.333,0.833,46.5,188.391,,,,20.652,,,,,209.043
2011-05-11,13.542,14.042,0.5,0.0,18.958,189.0,,,,12.348,8.5,,,,201.348
2011-05-12,16.583,19.542,2.958,0.0,9.292,189.261,,,,16.913,10.167,,,,206.174
2011-05-13,8.667,8.917,0.25,0.625,56.125,187.609,,,,7.087,35.833,,,,194.696
2011-05-14,13.083,14.875,1.792,1.167,35.0,190.739,,,,9.0,27.208,,,,199.739
2011-05-15,6.625,6.75,0.125,1.458,21.75,190.043,,,,7.0,21.833,,,,197.043
2011-05-16,9.043,9.435,0.391,1.13,33.125,188.13,,,,8.913,26.5,,,,197.043
2011-05-17,14.75,15.167,0.417,1.167,28.208,188.304,,,,11.0,28.333,,,,199.304
2011-05-18,14.25,14.958,0.708,1.625,26.0,190.043,,,,9.522,24.167,,,,199.565
2011-05-19,14.0,14.458,0.458,1.958,27.5,188.826,,,,8.348,31.083,,,,197.174
2011-05-20,13.652,14.565,0.913,1.957,43.5,188.304,,,,10.565,37.455,,,,198.87
2011-05-21,9.875,10.042,0.167,1.333,32.417,186.0,,,,9.87,32.958,,,,195.87
2011-05-22,8.292,8.833,0.542,0.667,22.125,185.957,,,,9.739,14.958,,,,195.696
2011-05-23,20.957,23.957,3.0,0.391,19.0,191.826,,,,15.609,15.542,,,,207.435
2011-05-24,11.25,12.542,1.292,0.833,8.583,189.565,,,,8.87,10.417,,,,198.435
2011-05-25,15.708,17.708,2.0,1.167,28.208,190.652,,,,12.043,25.25,,,,202.696
2011-05-26,12.458,13.292,0.833,1.0,17.083,188.783,,,,8.957,18.333,,,,197.739
2011-05-27,10.739,10.87,0.13,0.174,16.75,189.043,,,,10.174,16.043,,,,199.217
2011-05-28,18.083,19.833,1.75,0.0,25.458,191.565,,,,18.304,16.125,,,,209.87
2011-05-29,6.833,7.875,1.042,0.0,16.917,185.609,,,,9.13,8.417,,,,194.739
2011-05-30,5.609,6.478,0.87,0.304,20.333,187.174,,,,4.957,7.208,,,,192.13
2011-05-31,6.458,7.458,1.0,0.792,9.208,187.304,,,,5.261,10.25,,,,192.565
2011-06-01,7.958,9.083,1.125,0.083,25.292,190.522,,,,5.174,23.708,,,,195.696
2011-06-02,12.667,16.333,3.667,0.0,9.333,189.391,,,,10.348,11.208,,,,199.739
2011-06-03,13.696,19.478,5.783,0.826,28.783,190.524,,,,14.381,22.682,,,,204.905
2011-06-04,8.917,12.042,3.125,1.125,48.375,191.609,,,,11.478,39.625,,,,203.087
2011-06-05,9.542,10.375,0.833,1.417,39.75,190.826,,,,9.87,43.083,,,,200.696
2011-06-06,11.435,12.609,1.174,1.13,29.917,191.435,,,,10.739,29.0,,,,202.174
2011-06-07,15.542,17.208,1.667,1.042,29.75,191.217,,,,12.739,28.5,,,,203.957
2011-06-08,11.625,13.917,2.292,1.292,31.0,189.304,,,,11.043,25.208,,,,200.348
2011-06-09,11.375,12.167,0.792,2.875,23.667,188.739,,,,9.913,21.667,,,,198.652
2011-06-10,13.208,15.125,1.917,1.208,30.417,187.826,,,,10.913,27.167,,,,198.739
2011-06-11,9.708,11.0,1.292,0.917,19.75,189.174,,,,12.565,19.5,,,,201.739
2011-06-12,10.333,11.042,0.708,0.875,25.333,194.522,,,,12.522,25.125,,,,207.043
2011-06-13,13.739,15.609,1.87,1.087,17.792,190.261,,,,12.565,18.042,,,,202.826
2011-06-14,12.25,13.667,1.417,0.958,14.333,191.304,,,,10.696,19.958,,,,202.0
2011-06-15,11.792,15.458,3.667,1.75,15.75,193.565,,,,12.913,19.625,,,,206.478
2011-06-16,14.917,19.0,4.083,0.708,22.583,193.826,,,,14.391,22.208,,,,208.217
2011-06-17,11.083,12.458,1.375,0.583,15.958,189.913,,,,12.652,13.333,,,,202.565
2011-06-18,10.25,11.25,1.0,0.458,19.708,192.522,,,,10.87,15.708,,,,203.391
2011-06-19,7.625,8.667,1.042,0.458,32.75,199.087,,,,13.043,18.583,,,,212.13
2011-06-20,11.727,12.682,0.955,0.048,12.273,188.286,,,,11.667,12.958,,,,199.952
2011-06-21,11.833,13.625,1.792,0.708,11.667,187.826,,,,13.304,14.292,,,,201.13
2011-06-22,16.083,23.75,7.667,1.167,26.0,197.478,,,,30.174,27.375,,,,227.652
2011-06-23,11.333,15.458,4.125,0.917,24.25,189.217,,,,15.391,24.75,,,,204.609
2011-06-24,6.833,9.583,2.75,0.792,20.583,183.0,,,,12.478,18.75,,,,195.478
2011-06-25,7.792,9.417,1.625,1.125,21.792,185.043,,,,13.0,21.25,,,,198.043
2011-06-26,2.333,2.583,0.25,0.0,20.458,178.435,,,,6.826,14.625,,,,185.261
2011-06-27,2.591,3.455,0.864,0.227,22.125,176.381,,,,6.81,13.167,,,,183.19
2011-06-28,8.5,11.708,3.208,0.75,27.75,185.13,,,,14.435,17.2,,,,199.565
2011-06-29,12.75,16.75,4.0,0.833,17.333,192.826,,,,18.0,21.875,,,,210.826
2011-06-30,16.25,26.458,10.208,1.667,33.125,196.565,,,,23.043,33.917,,,,219.609
2011-07-01,11.208,14.375,3.167,1.042,23.333,188.783,,,,14.087,21.583,,,,202.87
2011-07-02,7.625,10.75,3.125,0.958,18.0,187.957,,,,11.217,18.417,,,,199.174
2011-07-03,6.875,7.833,0.958,0.958,37.5,187.348,,,,11.217,30.917,,,,198.565
2011-07-04,5.87,6.261,0.391,1.0,37.583,180.87,,,,9.304,31.167,,,,190.174
2011-07-05,10.087,10.739,0.652,0.522,18.652,190.091,,,,11.227,21.087,,,,201.318
2011-07-06,10.417,11.708,1.292,0.75,20.208,195.0,,,,13.348,27.208,,,,208.348
2011-07-07,11.5,14.125,2.625,0.0,8.25,183.826,,,,11.957,14.19,,,,195.783
2011-07-08,7.0,10.583,3.583,0.292,18.208,183.87,,,,9.87,,,,,193.739
2011-07-09,8.208,10.667,2.458,0.667,25.792,186.13,,,,12.652,,,,,198.783
2011-07-10,4.708,5.25,0.542,0.292,16.958,178.826,,,,7.783,,,,,186.609
2011-07-11,5.478,8.826,3.348,0.478,7.417,181.565,,,,9.87,,,,,191.435
2011-07-12,6.333,11.0,4.667,0.417,10.667,182.304,,,,11.174,,,,,193.478
2011-07-13,6.458,9.875,3.417,0.833,10.0,181.043,,,,9.348,6.429,,,,190.391
2011-07-14,6.625,9.708,3.083,1.208,9.5,181.043,,,,9.261,11.167,,,,190.304
2011-07-15,7.625,9.417,1.792,1.125,16.792,181.087,,,,9.348,16.087,,,,190.435
2011-07-16,7.042,8.333,1.292,0.583,12.792,181.13,,,,10.348,16.083,,,,191.478
2011-07-17,5.583,6.417,0.833,0.375,12.0,180.609,,,,9.435,13.75,,,,190.043
2011-07-18,4.261,5.565,1.304,0.0,17.0,178.13,,,,8.522,14.125,,,,186.652
2011-07-19,1.958,2.208,0.25,0.0,19.333,173.913,,,,5.304,11.333,,,,179.217
2011-07-20,5.478,5.87,0.391,0.261,10.75,180.087,,,,11.304,9.083,,,,191.391
2011-07-21,9.208,13.583,4.375,0.583,15.25,199.739,,,,16.087,16.292,,,,215.826
2011-07-22,7.083,7.292,0.208,0.583,21.125,187.0,,,,9.13,19.875,,,,196.13
2011-07-23,12.333,12.917,0.583,1.417,30.083,191.261,,,,11.87,27.0,,,,203.13
2011-07-24,6.667,6.833,0.167,0.792,33.333,189.609,,,,10.217,30.167,,,,199.826
2011-07-25,6.0,7.13,1.13,0.0,15.25,184.087,,,,8.478,18.833,,,,192.565
2011-07-26,9.13,11.261,2.13,0.435,14.583,185.739,,,,9.696,14.625,,,,195.435
2011-07-27,9.208,12.958,3.75,0.625,19.083,181.783,,,,11.0,14.75,,,,192.783
2011-07-28,10.417,18.917,8.5,0.75,20.875,191.652,,,,16.87,19.458,,,,208.522
2011-07-29,8.292,13.042,4.75,0.625,16.125,185.174,,,,11.783,17.333,,,,196.957
2011-07-30,8.375,9.667,1.292,0.667,22.917,184.391,,,,11.87,21.958,,,,196.261
2011-07-31,5.125,5.583,0.458,0.417,13.75,187.739,,,,9.652,16.333,,,,197.391
2011-08-01,7.565,8.348,0.783,0.522,13.875,190.13,,,,11.174,19.375,,,,201.304
2011-08-02,8.583,9.125,0.542,0.667,21.542,186.826,,,,10.826,23.25,,,,197.652
2011-08-03,7.5,14.125,6.625,2.333,22.083,188.522,,,,12.957,22.25,,,,201.478
2011-08-04,9.667,14.0,4.333,0.917,16.292,186.913,,,,12.739,16.542,,,,199.652
2011-08-05,7.087,8.913,1.826,0.522,9.364,182.476,,,,13.81,11.684,,,,196.286
2011-08-06,6.5,8.375,1.875,0.75,12.083,179.0,,,,10.174,14.792,,,,189.174
2011-08-07,8.625,9.375,0.75,1.083,23.375,185.652,,,,13.87,21.042,,,,199.522
2011-08-08,10.174,11.783,1.609,1.348,27.0,185.304,,,,13.174,25.792,,,,198.478
2011-08-09,14.375,17.375,3.0,1.875,30.417,188.826,,,,16.957,30.75,,,,205.783
2011-08-10,14.458,16.167,1.708,1.458,40.0,188.261,,,,16.13,36.435,,,,204.391
2011-08-11,9.833,11.458,1.625,0.792,23.292,187.261,,,,13.217,22.708,,,,200.478
2011-08-12,7.792,8.958,1.167,1.042,30.75,189.913,,,,10.87,27.75,,,,200.783
2011-08-13,6.0,6.917,0.917,0.875,29.5,190.565,,,,10.913,26.583,,,,201.478
2011-08-14,3.625,4.125,0.5,1.125,36.792,185.217,,,,8.043,34.0,,,,193.261
2011-08-15,6.304,7.174,0.87,1.0,33.083,187.783,,,,10.826,31.792,,,,198.609
2011-08-16,10.13,11.565,1.435,0.565,33.727,196.714,,,,12.619,29.875,,,,209.333
2011-08-17,10.292,15.167,4.875,0.792,37.542,194.261,,,,13.435,30.708,,,,207.696
2011-08-18,10.875,17.083,6.208,0.875,32.208,191.565,,,,14.174,30.0,,,,205.739
2011-08-19,11.917,13.167,1.25,1.167,23.25,195.913,,,,15.174,19.75,,,,211.087
2011-08-20,12.0,13.25,1.25,0.125,16.833,192.696,,,,15.652,14.458,,,,208.348
2011-08-21,8.458,9.083,0.625,0.083,23.75,192.261,,,,12.174,18.375,,,,204.435
2011-08-22,8.391,8.957,0.565,0.696,20.375,190.565,,,,12.087,19.125,,,,202.652
2011-08-23,5.25,5.542,0.292,0.833,34.0,181.435,,,,9.217,30.542,,,,190.652
2011-08-24,5.917,9.833,3.917,0.25,14.333,182.348,,,,10.609,14.583,,,,192.957
2011-08-25,7.217,10.0,2.783,0.217,5.708,182.045,,,,11.5,7.917,,,,193.545
2011-08-26,7.208,12.958,5.75,0.583,14.875,187.455,,,,47.0,15.125,,,,234.455
2011-08-27,5.417,9.542,4.125,0.625,17.583,184.609,,,,19.13,17.375,,,,203.739
2011-08-28,7.125,7.958,0.833,0.875,23.083,191.043,,,,17.087,24.25,,,,208.13
2011-08-29,9.565,13.652,4.087,1.043,27.708,199.696,,,,17.261,25.958,,,,216.957
2011-08-30,12.5,13.708,1.208,1.75,29.542,192.913,,,,17.739,28.5,,,,210.652
2011-08-31,9.75,11.208,1.458,0.458,18.708,185.87,,,,16.609,18.333,,,,202.478
2011-09-01,4.125,6.375,2.25,0.208,9.167,180.522,,,,11.087,12.208,,,,191.609
2011-09-02,0.826,1.174,0.348,0.043,19.826,176.667,,,,7.286,18.13,,,,183.952
2011-09-03,0.0,0.0,0.0,0.0,41.667,177.0,,,,5.87,30.667,,,,182.87
2011-09-04,0.625,0.625,0.0,0.0,24.5,176.783,,,,6.043,15.167,,,,182.826
2011-09-05,10.565,12.435,1.87,0.13,9.792,184.652,,,,11.87,8.542,,,,196.522
2011-09-06,10.917,12.042,1.125,0.667,11.792,191.348,,,,10.739,10.0,,,,202.087
2011-09-07,17.5,21.208,3.708,0.875,14.583,196.913,,,,19.609,17.5,,,,216.522
2011-09-08,13.292,15.583,2.292,0.833,17.875,193.217,,,,13.478,21.958,,,,206.696
2011-09-09,11.667,13.292,1.625,0.958,18.458,190.522,,,,12.174,22.583,,,,202.696
2011-09-10,8.333,12.833,4.5,0.625,18.125,185.565,,,,11.739,19.875,,,,197.304
2011-09-11,5.458,7.458,2.0,1.125,10.625,181.348,,,,10.783,12.042,,,,192.13
2011-09-12,6.696,9.783,3.087,1.739,7.583,182.87,,,,14.957,12.958,,,,197.826
2011-09-13,10.333,16.5,6.167,1.708,16.667,186.783,,,,16.826,19.292,,,,203.609
2011-09-14,11.375,18.375,7.0,1.458,20.125,187.478,,,,15.261,18.125,,,,202.739
2011-09-15,8.5,14.375,5.875,1.292,15.375,183.478,,,,12.87,13.25,,,,196.348
2011-09-16,5.833,11.958,6.125,0.5,8.833,182.913,,,,10.13,12.0,,,,193.043
2011-09-17,2.625,3.125,0.5,0.0,22.292,175.174,,,,7.348,11.792,,,,182.522
2011-09-18,4.292,5.292,1.0,0.125,11.167,181.652,,,,9.174,10.458,,,,190.826
2011-09-19,7.87,12.957,5.087,1.174,19.125,186.957,,,,15.391,16.667,,,,202.348
2011-09-20,6.286,8.095,1.81,0.136,23.435,176.722,,,,12.556,11.375,,,,189.278
2011-09-21,5.043,5.13,0.087,0.13,14.542,178.261,,,,10.913,10.292,,,,189.174
2011-09-22,9.708,10.75,1.042,0.435,7.708,189.739,,,,9.13,7.0,,,,198.87
2011-09-23,9.333,10.0,0.667,0.043,9.833,191.783,,,,7.565,8.0,,,,199.348
2011-09-24,12.625,14.083,1.458,0.435,11.458,192.087,,,,10.261,15.0,,,,202.348
2011-09-25,11.417,12.0,0.583,0.174,15.292,193.087,,,,11.87,17.708,,,,204.957
2011-09-26,23.625,33.792,10.167,0.043,24.042,197.783,,,,24.391,26.542,,,,222.174
2011-09-27,16.792,30.5,13.708,1.043,19.667,194.435,,,,18.957,25.125,,,,213.391
2011-09-28,15.739,22.0,6.261,1.522,20.708,194.826,,,,16.13,26.083,,,,210.957
2011-09-29,16.391,18.304,1.913,1.591,27.708,189.783,,,,11.435,30.125,,,,201.217
2011-09-30,16.958,18.167,1.208,0.875,29.875,188.609,,,,15.783,29.375,,,,204.391
2011-10-01,6.125,6.333,0.208,0.0,8.75,190.696,,,,5.87,8.875,,,,196.565
2011-10-02,6.792,7.417,0.625,0.042,5.208,190.609,,,,5.913,9.125,,,,196.522
2011-10-03,8.435,9.043,0.609,0.0,2.25,189.435,,,,5.087,6.167,,,,194.522
2011-10-04,14.696,18.87,4.174,0.565,9.304,190.286,,,,11.619,13.5,,,,201.905
2011-10-05,27.125,34.292,7.167,0.167,20.833,191.652,,,,22.652,21.75,,,,214.304
2011-10-06,12.542,14.25,1.708,0.292,7.542,187.304,,,,10.783,10.75,,,,198.087
2011-10-07,16.625,18.0,1.375,0.958,29.75,194.565,,,,12.174,32.708,,,,206.739
2011-10-08,16.792,20.167,3.375,1.083,25.833,194.783,,,,17.696,31.708,,,,212.478
2011-10-09,7.625,7.833,0.208,0.75,27.458,192.391,,,,9.391,31.167,,,,201.783
