date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-04-13,196.652,74.0,51.125,28.0,26.478,31.25,45.375,14.125,24.542,20.6,12.067,3.0,223.13
2011-04-14,198.391,81.0,51.625,22.0,22.478,26.792,39.583,12.792,28.75,24.3,15.046,6.3,220.87
2011-04-15,196.261,83.0,64.958,32.0,26.652,30.083,39.292,9.208,40.25,22.0,15.671,9.0,222.913
2011-04-16,192.043,84.0,62.958,45.0,10.391,12.958,14.708,1.75,36.208,18.5,14.158,8.8,202.435
2011-04-17,190.043,82.0,56.625,30.0,6.652,8.833,9.833,1.0,14.792,17.7,12.129,2.9,196.696
2011-04-18,190.435,93.0,75.375,51.0,11.87,15.739,23.261,7.522,25.792,18.9,14.1,9.5,202.304
2011-04-19,188.913,93.0,72.25,49.0,9.478,10.261,11.478,1.217,8.208,16.9,11.312,9.1,198.391
2011-04-20,188.609,78.0,61.292,49.0,4.435,6.292,7.125,0.833,4.208,15.7,11.467,6.6,193.043
2011-04-21,192.348,86.0,61.25,25.0,11.261,20.0,24.208,4.208,15.292,19.8,12.596,5.0,203.609
2011-04-22,194.565,89.0,73.667,63.0,21.261,29.042,39.458,10.417,37.208,17.5,14.412,10.7,215.826
2011-04-23,186.565,96.0,84.958,61.0,5.478,6.333,7.042,0.708,14.333,17.0,14.7,11.4,192.043
2011-04-24,191.217,89.0,62.292,40.0,8.565,11.5,12.5,1.0,11.75,18.2,12.592,8.0,199.783
2011-04-25,193.455,91.0,72.333,47.0,14.591,17.909,21.864,3.955,14.292,18.2,11.533,6.7,208.045
2011-04-26,195.391,89.0,67.75,45.0,22.304,26.625,34.333,7.708,26.25,18.8,13.904,7.2,217.696
2011-04-27,192.609,96.0,86.292,68.0,18.783,13.792,17.625,3.833,38.958,23.2,17.354,13.1,211.391
2011-04-28,190.13,96.0,69.125,54.0,7.478,8.75,9.625,0.875,15.042,17.9,14.421,11.4,197.609
2011-04-29,191.13,80.0,54.5,40.0,6.87,9.875,10.375,0.5,11.625,18.5,13.742,9.6,198.0
2011-04-30,195.783,87.0,69.042,53.0,22.391,25.625,31.75,6.125,28.292,19.2,14.488,8.7,218.174
2011-05-01,188.087,95.0,88.25,59.0,7.609,7.667,7.833,0.167,32.625,17.4,15.942,14.8,195.696
2011-05-02,190.391,69.0,51.208,34.0,5.565,7.043,7.913,0.87,105.5,22.7,17.508,13.0,195.957
2011-05-03,197.609,90.0,67.0,42.0,16.217,19.958,23.375,3.417,82.25,17.7,14.671,9.7,213.826
2011-05-04,194.696,87.0,57.417,37.0,12.565,15.917,19.208,3.292,45.583,23.0,16.942,11.1,207.261
2011-05-05,195.217,86.0,55.875,23.0,9.13,11.542,12.958,1.417,22.125,22.8,16.533,10.3,204.348
2011-05-06,190.364,87.0,72.043,63.0,9.455,9.565,10.522,0.957,38.391,20.6,17.348,14.7,199.818
2011-05-07,186.304,84.0,69.75,56.0,11.739,8.75,9.75,1.0,20.875,22.0,18.688,15.6,198.043
2011-05-08,191.783,88.0,55.083,28.0,11.174,8.833,10.0,1.167,35.292,27.5,21.542,16.5,202.957
2011-05-09,194.273,85.0,56.125,31.0,13.682,21.435,24.696,3.261,42.542,24.3,19.625,14.3,207.955
2011-05-10,189.609,96.0,85.417,71.0,22.826,20.583,26.792,6.208,51.333,25.8,21.471,18.6,212.435
2011-05-11,190.522,97.0,93.333,88.0,12.957,16.958,18.167,1.208,18.417,18.7,17.446,16.5,203.478
2011-05-12,189.304,97.0,95.083,91.0,13.391,18.0,22.542,4.542,16.708,19.5,17.692,16.5,202.696
2011-05-13,189.957,94.0,57.542,28.0,7.391,9.5,10.417,0.917,59.208,22.5,19.204,15.2,197.348
2011-05-14,190.043,84.0,46.958,29.0,9.043,13.458,15.208,1.75,36.667,24.7,19.092,12.4,199.087
2011-05-15,192.783,82.0,53.708,24.0,12.348,11.917,12.917,1.0,29.792,25.1,18.921,11.0,205.13
2011-05-16,191.478,86.0,70.583,44.0,13.565,17.304,21.478,4.174,33.583,23.4,19.096,14.6,205.043
2011-05-17,192.0,87.0,71.5,56.0,13.909,17.958,21.5,3.542,38.375,24.4,18.8,14.5,205.909
2011-05-18,193.652,90.0,57.0,25.0,15.043,19.625,23.417,3.792,31.625,25.3,18.888,11.8,208.696
2011-05-19,192.739,86.0,64.958,42.0,16.435,21.125,26.875,5.75,36.75,26.0,19.604,12.5,209.174
2011-05-20,194.391,91.0,71.833,49.0,16.783,19.609,25.565,5.957,49.833,26.1,20.667,14.7,211.174
2011-05-21,190.13,91.0,71.25,47.0,14.652,16.0,19.417,3.417,40.583,28.8,22.738,16.5,204.783
2011-05-22,187.261,90.0,80.208,64.0,10.13,9.042,10.458,1.417,21.958,24.4,20.483,16.1,197.391
2011-05-23,192.261,95.0,84.583,70.0,13.87,19.13,21.913,2.783,16.042,17.7,16.062,14.4,206.13
2011-05-24,188.826,95.0,82.458,66.0,9.043,15.5,18.042,2.542,11.917,18.9,15.712,13.2,197.87
2011-05-25,189.0,89.0,66.375,45.0,9.261,12.875,14.0,1.125,22.042,24.1,19.1,15.3,198.261
2011-05-26,190.696,90.0,71.417,61.0,10.957,12.478,14.087,1.609,19.87,21.8,19.121,15.3,201.652
2011-05-27,187.609,96.0,84.167,65.0,8.0,9.25,9.917,0.667,20.583,20.4,17.483,15.2,195.609
2011-05-28,193.13,99.0,95.833,94.0,16.739,22.708,26.167,3.458,27.417,18.9,17.967,16.4,209.87
2011-05-29,186.652,98.0,96.625,94.0,17.217,11.25,14.333,3.083,16.458,22.4,20.342,18.8,203.87
2011-05-30,186.087,97.0,76.542,51.0,3.87,4.87,5.435,0.565,6.75,23.4,18.883,16.7,189.957
2011-05-31,184.696,78.0,66.667,47.0,3.087,7.333,8.958,1.625,9.5,24.4,19.392,16.0,187.783
2011-06-01,188.391,94.0,89.0,78.0,8.609,10.458,12.333,1.875,31.083,17.7,15.825,15.0,197.0
2011-06-02,188.739,96.0,93.208,89.0,17.261,19.792,23.875,4.083,16.583,19.2,17.375,15.6,206.0
2011-06-03,193.429,97.0,81.708,66.0,17.524,25.217,34.957,9.739,27.0,23.4,19.821,16.5,210.952
2011-06-04,200.696,95.0,79.708,56.0,18.043,16.25,20.625,4.375,,26.9,21.167,15.6,218.739
2011-06-05,197.739,95.0,81.458,69.0,12.435,14.417,16.667,2.25,,23.8,20.896,18.0,210.174
2011-06-06,192.217,93.0,62.667,37.0,13.261,15.609,17.174,1.565,,29.0,22.979,16.5,205.478
2011-06-07,200.435,85.0,76.208,64.0,15.522,17.375,21.833,4.458,,23.9,20.567,18.1,215.957
2011-06-08,194.217,93.0,75.833,59.0,8.348,10.625,11.833,1.208,,25.7,21.45,18.5,202.565
2011-06-09,192.652,90.0,77.083,59.0,9.435,9.708,10.667,0.958,,26.6,22.667,19.2,202.087
2011-06-10,193.217,97.0,87.083,78.0,9.957,18.958,22.208,3.25,,24.6,22.371,20.8,203.174
2011-06-11,189.478,97.0,86.208,71.0,7.565,11.292,15.0,3.708,,25.1,22.208,20.7,197.043
2011-06-12,195.913,96.0,79.458,57.0,11.043,15.208,16.75,1.542,,24.6,21.162,17.6,206.957
2011-06-13,185.818,97.0,75.375,59.0,9.409,10.091,11.227,1.136,,27.0,22.321,17.2,195.227
2011-06-14,189.13,79.0,60.125,45.0,7.522,10.125,11.083,0.958,,27.5,23.6,20.8,196.652
2011-06-15,196.435,87.0,68.75,49.0,9.217,16.833,21.708,4.875,,26.0,21.7,18.5,205.652
2011-06-16,196.0,97.0,89.625,75.0,12.217,13.583,15.208,1.625,,22.3,19.675,18.2,208.217
2011-06-17,187.826,97.0,88.792,79.0,11.13,13.261,15.348,2.087,5.3,23.1,20.725,18.4,198.957
2011-06-18,198.783,98.0,92.833,84.0,11.609,13.208,14.25,1.042,32.958,22.3,20.967,20.4,210.391
2011-06-19,195.522,99.0,93.75,87.0,14.609,13.208,15.167,1.958,36.208,22.7,21.488,20.1,210.13
2011-06-20,196.304,99.0,95.708,90.0,10.957,13.174,14.435,1.261,26.208,23.8,22.079,21.0,207.261
2011-06-21,191.435,99.0,85.708,71.0,11.043,12.375,15.417,3.042,21.0,28.2,24.304,21.2,202.478
2011-06-22,218.348,96.0,82.167,67.0,20.522,23.583,35.042,11.458,40.417,29.9,25.688,21.0,238.87
2011-06-23,218.913,95.0,75.375,54.0,12.609,11.292,16.417,5.125,30.417,33.6,28.379,23.7,231.522
2011-06-24,189.609,88.0,69.792,50.0,11.565,9.042,13.292,4.25,23.542,34.1,29.292,24.0,201.174
2011-06-25,191.913,91.0,72.625,57.0,21.565,10.125,12.75,2.625,27.0,35.0,29.533,24.6,213.478
2011-06-26,184.13,97.0,84.208,71.0,4.087,3.958,5.708,1.75,25.375,30.2,26.996,25.0,188.217
2011-06-27,180.826,96.0,83.542,70.0,5.435,3.304,4.696,1.391,17.083,30.6,27.554,25.1,186.261
2011-06-28,187.304,96.0,75.458,57.0,8.609,8.87,12.826,3.957,26.375,33.6,29.271,25.1,195.913
2011-06-29,187.957,89.0,64.042,43.0,11.304,15.333,21.542,6.208,30.375,35.9,31.058,25.4,199.261
2011-06-30,196.783,84.0,68.875,51.0,16.217,17.542,28.042,10.5,46.0,35.0,29.912,26.0,213.0
2011-07-01,188.826,92.0,75.25,65.0,9.0,12.167,17.208,5.042,29.708,29.9,27.533,24.2,197.826
2011-07-02,189.609,93.0,75.708,50.0,15.304,13.125,16.417,3.292,24.125,33.6,28.333,23.9,204.913
2011-07-03,195.13,95.0,78.25,58.0,11.522,11.083,12.5,1.417,45.917,32.5,28.308,25.7,206.652
2011-07-04,190.0,96.0,78.958,57.0,8.783,6.783,8.391,1.609,36.0,33.9,28.492,23.8,198.783
2011-07-05,192.429,96.0,69.958,45.0,7.286,7.217,8.174,0.957,19.955,33.3,27.788,23.5,199.714
2011-07-06,206.043,97.0,73.75,53.0,12.913,14.5,18.167,3.667,27.917,31.3,26.225,22.1,218.957
2011-07-07,194.652,99.0,97.75,96.0,9.826,10.375,14.333,3.958,16.25,24.7,24.154,23.4,204.478
2011-07-08,195.913,98.0,84.875,66.0,14.739,12.833,21.917,9.083,22.25,32.4,27.692,23.7,210.652
2011-07-09,193.478,97.0,81.0,62.0,11.696,11.667,18.042,6.375,26.583,34.3,28.967,25.4,205.174
2011-07-10,182.565,92.0,82.083,68.0,5.913,5.917,9.708,3.792,21.083,32.9,28.3,26.0,188.478
2011-07-11,192.565,94.0,80.583,62.0,8.217,6.348,11.565,5.217,12.292,32.4,28.117,24.6,200.783
2011-07-12,193.217,93.0,80.042,65.0,8.522,7.708,12.75,5.042,12.625,31.7,27.767,25.2,201.739
2011-07-13,189.652,94.0,79.042,59.0,6.609,6.333,10.25,3.917,11.458,33.0,27.925,24.3,196.261
2011-07-14,191.565,96.0,76.125,51.0,8.043,8.333,13.25,4.917,16.667,33.2,27.946,23.6,199.609
2011-07-15,188.286,90.0,74.958,53.0,9.714,10.913,15.217,4.304,19.917,33.9,28.308,24.0,198.0
2011-07-16,186.087,95.0,76.292,57.0,8.739,7.5,10.417,2.917,12.75,33.2,28.462,24.3,194.826
2011-07-17,187.435,92.0,79.0,63.0,11.13,6.75,8.375,1.625,25.292,33.0,28.275,25.0,198.565
2011-07-18,179.087,90.0,78.625,69.0,6.957,3.826,5.913,2.087,24.0,31.2,28.692,26.6,186.043
2011-07-19,174.435,97.0,91.958,80.0,2.826,2.167,3.417,1.25,26.792,28.1,26.179,25.0,177.261
2011-07-20,177.913,99.0,92.833,80.0,5.609,4.375,5.5,1.125,15.167,28.5,26.096,24.8,183.522
2011-07-21,199.696,97.0,87.5,79.0,11.0,9.375,13.042,3.667,15.917,28.7,25.246,21.0,210.696
2011-07-22,189.957,91.0,81.333,67.0,7.435,8.375,9.75,1.375,22.167,25.7,22.762,20.7,197.391
2011-07-23,197.652,93.0,77.208,58.0,10.87,15.417,18.417,3.0,36.0,32.0,26.504,21.9,208.522
2011-07-24,192.913,93.0,80.0,71.0,9.609,11.083,12.75,1.667,35.0,29.3,26.246,24.0,202.522
2011-07-25,186.478,99.0,86.458,72.0,9.174,10.182,12.045,1.864,24.417,29.9,26.0,23.0,195.652
2011-07-26,198.0,99.0,88.542,78.0,9.522,9.542,12.042,2.5,19.375,28.5,25.829,23.3,207.522
2011-07-27,195.696,95.0,85.333,74.0,10.174,11.417,15.708,4.292,19.708,30.6,26.942,24.5,205.87
2011-07-28,201.696,96.0,77.5,60.0,19.304,14.833,22.958,8.125,26.208,32.7,28.438,25.0,221.0
2011-07-29,182.957,82.0,70.667,55.0,7.87,10.0,15.917,5.917,21.5,32.3,28.379,25.7,190.826
2011-07-30,182.826,87.0,72.333,54.0,12.87,9.5,11.417,1.917,26.083,33.4,28.567,25.4,195.696
2011-07-31,192.957,91.0,80.0,68.0,8.609,6.292,6.75,0.458,24.458,29.9,26.617,24.6,201.565
2011-08-01,194.739,87.0,72.625,62.0,9.043,8.217,9.435,1.217,25.083,29.1,26.421,24.0,203.783
2011-08-02,195.087,95.0,86.125,74.0,13.826,14.75,17.208,2.458,33.458,26.7,24.733,23.0,208.913
2011-08-03,197.227,97.0,83.739,67.0,13.545,11.174,15.478,4.304,31.0,30.8,26.444,22.5,210.773
2011-08-04,193.957,97.0,78.125,62.0,11.739,9.375,13.0,3.625,19.042,32.1,27.904,23.6,205.696
2011-08-05,183.087,92.0,80.625,69.0,8.261,8.042,10.917,2.875,14.375,31.0,27.838,26.3,191.348
2011-08-06,181.957,94.0,81.375,67.0,7.174,7.5,10.292,2.792,19.542,32.9,29.004,25.7,189.13
2011-08-07,192.783,92.0,75.25,51.0,11.304,10.083,11.75,1.667,27.458,35.0,29.712,26.0,204.087
2011-08-08,189.609,91.0,77.375,53.0,12.174,11.783,14.522,2.739,30.792,35.1,29.575,25.9,201.783
2011-08-09,200.043,91.0,76.833,62.0,14.957,13.917,17.542,3.625,40.75,34.3,29.933,26.1,215.0
2011-08-10,185.261,92.0,74.208,50.0,13.13,11.958,13.75,1.792,47.833,36.7,31.038,26.6,198.391
2011-08-11,182.174,75.0,62.625,52.0,6.652,7.458,8.875,1.417,28.25,35.0,31.358,28.7,188.826
2011-08-12,184.435,75.0,64.125,49.0,7.87,11.583,13.708,2.125,37.625,35.2,30.808,26.9,192.304
2011-08-13,188.174,84.0,67.875,50.0,7.739,7.167,8.5,1.333,31.333,36.3,30.971,27.6,195.913
2011-08-14,193.739,94.0,79.208,56.0,10.043,6.917,7.625,0.708,65.5,34.5,29.796,26.4,203.783
2011-08-15,200.043,91.0,79.458,63.0,8.304,7.478,9.217,1.739,34.583,33.6,29.325,26.1,208.348
2011-08-16,201.217,97.0,85.25,61.0,15.652,12.417,14.25,1.833,39.875,32.6,27.825,24.9,216.87
2011-08-17,214.87,98.0,81.875,59.0,14.522,12.739,16.217,3.478,40.125,34.4,28.946,24.8,229.391
2011-08-18,210.217,96.0,73.625,52.0,17.391,12.25,18.083,5.833,35.458,36.4,30.842,26.1,227.609
2011-08-19,185.87,94.0,75.125,59.0,10.261,8.75,9.667,0.917,22.833,32.5,28.688,24.9,196.13
2011-08-20,193.348,98.0,92.625,82.0,12.304,13.042,14.167,1.125,20.458,25.4,23.671,21.8,205.652
2011-08-21,200.522,98.0,95.792,92.0,13.696,10.542,11.5,0.958,27.875,25.0,23.867,22.5,214.217
2011-08-22,189.87,98.0,85.042,64.0,11.522,11.087,13.783,2.696,20.917,31.1,26.071,22.9,201.391
2011-08-23,183.609,93.0,84.75,63.0,6.217,6.083,7.042,0.958,37.917,32.1,27.521,25.2,189.826
2011-08-24,185.304,98.0,83.792,67.0,5.348,7.5,11.042,3.542,12.958,30.6,27.438,24.7,190.652
2011-08-25,186.957,99.0,90.208,79.0,7.478,7.348,11.13,3.783,10.208,27.9,25.933,24.8,194.435
2011-08-26,195.304,97.0,86.333,72.0,15.696,14.208,26.792,12.583,19.458,31.1,27.1,24.3,211.0
2011-08-27,190.478,97.0,89.167,75.0,8.696,5.583,8.75,3.167,17.792,29.4,26.412,25.2,199.174
2011-08-28,202.043,97.0,85.208,71.0,9.652,7.5,8.833,1.333,35.792,29.7,26.325,23.8,211.696
2011-08-29,212.739,97.0,81.542,65.0,14.043,12.696,18.174,5.478,31.125,32.0,27.117,23.1,226.783
2011-08-30,194.261,91.0,75.083,61.0,11.304,13.042,17.625,4.583,31.25,32.7,28.4,24.5,205.565
2011-08-31,190.609,81.0,70.125,60.0,15.391,15.083,18.167,3.083,19.417,32.1,28.65,26.1,206.0
2011-09-01,180.143,80.0,72.667,65.0,6.762,4.391,7.478,3.087,15.0,31.6,29.083,27.2,186.905
2011-09-02,177.435,94.0,80.792,65.0,0.87,1.5,2.792,1.292,34.125,30.2,27.858,26.1,178.304
2011-09-03,177.87,94.0,86.542,83.0,3.0,2.0,2.625,0.625,49.417,28.5,27.442,26.4,180.87
2011-09-04,178.043,98.0,93.917,87.0,3.739,2.292,2.625,0.333,35.333,26.9,25.05,23.5,181.783
2011-09-05,190.043,97.0,84.833,68.0,6.609,10.565,14.217,3.652,14.583,27.0,24.567,23.4,196.652
2011-09-06,181.261,73.0,58.333,42.0,4.913,8.583,9.792,1.208,10.625,28.5,24.658,20.6,186.174
2011-09-07,204.0,89.0,64.75,39.0,16.957,17.083,25.292,8.208,23.25,29.6,23.758,16.3,220.957
2011-09-08,201.826,92.0,78.542,62.0,18.043,20.833,26.958,6.125,30.917,28.7,24.254,18.5,219.87
2011-09-09,200.087,95.0,80.375,63.0,19.0,18.792,23.25,4.458,33.75,29.7,26.288,24.0,219.087
2011-09-10,194.652,97.0,84.333,66.0,13.565,11.417,16.375,4.958,23.958,32.0,27.3,24.0,208.217
2011-09-11,186.391,93.0,81.042,66.0,6.0,6.292,8.5,2.208,17.625,31.1,27.246,24.5,192.391
2011-09-12,186.391,94.0,80.25,61.0,7.435,8.652,13.565,4.913,13.125,31.1,27.204,23.9,193.826
2011-09-13,191.478,95.0,81.375,60.0,12.435,11.292,17.0,5.708,19.583,32.0,27.379,23.5,203.913
2011-09-14,202.348,96.0,80.75,62.0,16.913,13.917,22.542,8.625,20.875,32.0,26.892,23.0,219.261
2011-09-15,194.609,96.0,79.792,62.0,14.783,10.81,17.0,6.19,22.125,31.4,26.821,22.7,209.391
2011-09-16,183.261,97.0,81.167,64.0,9.087,4.444,7.556,3.111,16.125,31.4,26.788,24.2,192.348
2011-09-17,175.913,95.0,88.083,77.0,4.348,3.348,4.304,0.957,20.375,29.9,27.383,26.1,180.261
2011-09-18,188.261,97.0,83.292,65.0,4.565,5.174,6.478,1.304,16.333,30.8,26.95,23.8,192.826
2011-09-19,198.826,98.0,83.217,58.0,15.174,10.652,15.826,5.174,24.125,32.4,26.744,22.9,214.0
