date,CO_mean,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-03-12,4.083,99.0,79.167,57.0,40.783,94.261,53.478,0.0,9.958,72.0,33.75,8.0
2011-03-13,4.208,80.0,52.625,32.0,46.0,108.25,62.25,0.042,14.167,79.0,42.125,7.0
2011-03-14,4.792,72.0,49.833,31.0,51.125,117.583,66.458,0.458,19.458,107.0,54.958,-3.0
2011-03-15,4.667,69.0,50.167,26.0,43.958,108.333,64.375,0.208,22.0,110.0,62.833,23.0
2011-03-16,4.625,73.0,55.5,41.0,43.75,111.208,67.458,0.667,24.167,135.0,80.75,12.0
2011-03-17,7.542,99.0,98.958,98.0,39.625,127.292,87.667,0.0,36.5,124.0,103.958,82.0
2011-03-18,6.125,99.0,90.125,74.0,26.75,70.75,44.0,0.0,25.292,145.0,119.667,96.0
2011-03-19,3.13,78.0,49.333,27.0,38.957,85.913,46.957,0.0,8.333,105.0,77.708,32.0
2011-03-20,3.542,67.0,48.5,30.0,38.542,79.125,40.583,0.0,11.167,135.0,71.917,10.0
2011-03-21,3.75,55.0,39.5,24.0,43.917,91.542,47.625,0.0,12.833,114.0,73.625,40.0
2011-03-22,4.583,66.0,52.0,24.0,51.5,133.458,81.958,1.292,37.542,153.0,92.458,22.0
2011-03-23,5.417,99.0,89.625,69.0,45.708,132.208,86.5,0.208,30.417,104.0,92.125,84.0
2011-03-24,4.381,99.0,77.958,40.0,32.4,84.5,52.1,0.0,17.05,134.0,99.917,72.0
2011-03-25,3.542,94.0,75.833,59.0,21.583,32.042,10.458,0.0,10.667,74.0,55.792,29.0
2011-03-26,4.208,96.0,67.333,33.0,44.609,103.087,58.478,0.0,14.542,103.0,57.625,20.0
2011-03-27,4.917,84.0,56.875,32.0,50.458,131.292,80.833,0.5,22.375,144.0,88.125,25.0
2011-03-28,4.667,90.0,58.25,36.0,47.625,117.208,69.583,0.75,30.292,140.0,91.708,41.0
2011-03-29,4.167,79.0,45.917,16.0,41.75,91.958,50.208,0.75,22.958,172.0,109.542,39.0
2011-03-30,3.667,78.0,58.167,30.0,33.042,78.75,45.708,0.792,24.292,191.0,133.542,63.0
2011-03-31,3.125,99.0,78.125,53.0,23.5,42.625,19.125,0.0,14.167,159.0,113.292,51.0
2011-04-01,4.958,65.0,40.083,16.0,48.833,118.0,69.167,2.208,18.25,187.0,114.708,38.0
2011-04-02,4.542,56.0,45.333,34.0,39.625,83.292,43.667,1.583,24.208,194.0,124.708,78.0
2011-04-03,2.958,53.0,35.417,23.0,17.958,31.708,13.75,0.333,6.875,132.0,89.667,59.0
2011-04-04,3.522,60.0,30.792,12.0,41.13,99.609,58.478,0.652,5.0,168.0,99.042,33.0
2011-04-05,3.833,68.0,34.333,17.0,44.208,104.917,60.708,1.208,17.333,190.0,117.708,43.0
2011-04-06,4.333,74.0,50.417,20.0,47.333,102.125,54.792,2.042,22.417,213.0,138.417,65.0
2011-04-07,3.625,69.0,53.75,33.0,36.208,80.208,44.0,1.875,21.917,213.0,157.875,102.0
2011-04-08,2.417,99.0,81.25,55.0,22.792,38.167,15.375,1.0,19.708,198.0,165.583,150.0
2011-04-09,3.667,99.0,81.0,53.0,25.458,55.167,29.708,0.667,17.542,194.0,156.708,116.0
2011-04-10,4.571,83.0,47.25,24.0,30.35,44.6,14.25,1.7,29.833,215.0,150.333,86.0
2011-04-11,4.458,75.0,53.833,27.0,43.217,89.913,46.696,1.565,27.625,201.0,130.458,88.0
2011-04-12,3.667,41.0,25.958,17.0,44.875,100.583,55.708,0.833,23.0,170.0,117.75,64.0
2011-04-13,4.75,56.0,38.417,23.0,54.458,115.292,60.833,2.625,32.708,218.0,141.042,55.0
2011-04-14,4.917,64.0,42.125,20.0,55.875,116.125,60.25,3.333,32.625,244.0,168.833,85.0
2011-04-15,4.875,90.0,63.417,33.0,52.625,104.167,51.542,2.5,36.542,227.0,165.417,119.0
2011-04-16,3.833,93.0,61.458,39.0,27.792,63.083,35.292,0.792,25.792,197.0,148.875,85.0
2011-04-17,3.875,76.0,48.958,24.0,24.417,39.583,15.167,0.75,16.125,195.0,136.5,68.0
2011-04-18,4.13,99.0,73.833,47.0,42.957,102.217,59.261,1.739,28.167,208.0,153.292,98.0
2011-04-19,3.542,99.0,80.25,53.0,42.417,97.833,55.417,0.583,9.417,148.0,108.583,88.0
2011-04-20,2.458,89.0,64.292,44.0,31.708,75.375,43.667,0.208,6.25,162.0,118.0,87.0
2011-04-21,4.0,83.0,56.167,22.0,43.542,120.0,76.458,1.875,11.208,212.0,141.958,72.0
2011-04-22,5.75,99.0,78.792,61.0,49.917,123.708,73.792,1.583,37.708,178.0,147.208,118.0
2011-04-23,2.625,99.0,93.625,78.0,17.375,29.625,12.25,0.042,14.625,169.0,147.375,100.0
2011-04-24,3.833,87.0,66.542,43.0,26.458,42.417,15.958,0.375,12.833,170.0,121.125,79.0
2011-04-25,4.381,88.0,69.042,38.0,42.474,96.263,53.789,0.842,15.857,162.0,122.417,78.0
2011-04-26,3.917,89.0,64.583,43.0,40.5,98.167,57.667,1.625,22.542,187.0,145.0,85.0
2011-04-27,2.5,99.0,87.083,64.0,16.25,29.583,13.333,0.333,41.208,236.0,190.333,144.0
2011-04-28,3.875,99.0,69.708,48.0,50.042,112.708,62.667,0.542,15.75,186.0,148.875,111.0
2011-04-29,4.167,82.0,55.333,35.0,39.417,78.958,39.542,0.25,14.5,177.0,134.917,81.0
2011-04-30,4.583,85.0,66.833,45.0,34.458,77.75,43.292,1.792,21.5,196.0,151.208,94.0
2011-05-01,2.708,99.0,95.458,80.0,18.75,29.25,10.5,0.042,15.875,177.0,162.917,141.0
2011-05-02,4.478,95.0,52.5,24.0,35.696,83.261,47.565,0.217,112.542,240.0,178.417,121.0
2011-05-03,5.917,78.0,56.375,40.0,35.75,68.75,33.0,1.417,103.792,194.0,164.167,116.0
2011-05-04,3.917,86.0,51.167,23.0,23.75,40.875,17.125,1.292,47.875,240.0,180.458,114.0
2011-05-05,3.708,71.0,45.333,27.0,28.75,48.042,19.292,1.208,18.667,240.0,181.333,125.0
2011-05-06,3.905,66.0,60.0,49.0,34.15,65.75,31.6,1.6,34.417,229.0,190.333,153.0
2011-05-07,3.625,71.0,62.375,49.0,36.75,70.875,34.125,2.292,16.083,244.0,209.292,181.0
2011-05-08,3.667,79.0,49.167,20.0,24.333,35.042,10.708,1.833,29.542,282.0,228.083,187.0
2011-05-09,4.292,95.0,49.625,22.0,41.696,74.783,33.087,2.0,40.708,279.0,211.333,142.0
2011-05-10,5.458,99.0,93.167,78.0,39.708,119.125,79.417,0.833,65.917,235.0,213.25,195.0
2011-05-11,4.792,99.0,98.958,98.0,54.583,139.917,85.333,0.167,38.833,191.0,179.417,172.0
2011-05-12,5.75,99.0,99.0,99.0,43.25,148.875,105.625,0.333,25.833,203.0,189.75,173.0
2011-05-13,3.5,99.0,53.083,23.0,42.083,97.917,55.833,0.375,64.292,235.0,204.0,162.0
2011-05-14,4.0,73.0,45.708,25.0,38.292,74.417,36.125,1.0,47.708,242.0,187.083,127.0
2011-05-15,3.583,72.0,45.5,22.0,24.375,33.75,9.375,1.458,32.667,266.0,200.333,123.0
2011-05-16,3.217,84.0,59.833,38.0,34.391,70.304,35.913,1.957,36.0,255.0,203.125,151.0
2011-05-17,3.042,86.0,64.125,40.0,41.583,77.958,36.375,1.125,34.875,252.0,197.25,145.0
2011-05-18,3.583,88.0,51.875,19.0,47.125,99.375,52.25,2.0,24.75,264.0,201.833,128.0
2011-05-19,3.25,78.0,54.458,26.0,41.708,74.792,33.083,2.792,35.542,278.0,213.083,143.0
2011-05-20,3.773,83.0,63.95,38.0,49.708,93.208,43.5,2.708,47.583,296.0,229.0,164.0
2011-05-21,4.286,81.0,62.375,43.0,34.7,59.85,25.15,1.65,36.619,309.0,247.25,178.0
2011-05-22,3.375,91.0,77.125,61.0,18.542,34.125,15.583,0.542,12.833,256.0,216.458,174.0
2011-05-23,4.625,99.0,83.125,67.0,46.13,136.783,90.652,0.87,13.583,190.0,167.75,148.0
2011-05-24,4.042,99.0,78.667,54.0,51.042,110.667,59.625,0.917,7.667,220.0,173.125,137.0
2011-05-25,4.208,81.0,58.25,41.0,46.375,79.958,33.583,2.0,18.5,255.0,210.792,173.0
2011-05-26,3.375,87.0,63.0,44.0,37.542,70.208,32.667,0.958,17.25,243.0,208.167,175.0
2011-05-27,4.292,98.0,83.417,70.0,50.042,115.917,65.875,0.75,30.0,202.0,183.625,170.0
2011-05-28,5.917,99.0,96.917,91.0,39.542,103.833,64.292,0.042,21.792,208.0,191.25,169.0
2011-05-29,2.833,99.0,97.333,89.0,12.833,27.5,14.667,0.0,31.375,237.0,213.042,196.0
2011-05-30,1.87,99.0,71.208,47.0,24.217,54.217,30.0,0.087,22.083,251.0,210.5,173.0
2011-05-31,2.458,88.0,65.208,43.0,34.333,76.667,42.333,0.833,13.542,261.0,202.708,158.0
2011-06-01,2.792,99.0,94.708,86.0,24.292,54.833,30.542,0.125,11.708,177.0,163.917,155.0
2011-06-02,4.333,99.0,97.958,96.0,40.167,122.875,82.708,0.125,12.583,190.0,174.792,157.0
2011-06-03,4.458,99.0,74.5,46.0,34.222,132.667,98.444,1.333,29.684,269.0,216.292,162.0
2011-06-04,4.65,93.0,70.25,42.0,33.917,49.25,15.333,2.083,47.5,293.0,232.625,174.0
2011-06-05,4.375,93.0,74.875,59.0,24.583,37.583,13.0,2.083,56.75,262.0,229.792,195.0
2011-06-06,4.417,99.0,58.0,32.0,46.913,99.957,53.043,1.478,33.5,295.0,239.042,177.0
2011-06-07,4.25,86.0,68.375,59.0,39.208,88.917,49.708,1.583,33.083,253.0,220.5,200.0
2011-06-08,4.0,96.0,72.083,52.0,44.375,85.458,41.083,1.875,29.875,271.0,228.333,189.0
2011-06-09,3.708,85.0,71.708,58.0,37.0,65.875,28.875,3.083,27.417,274.0,239.958,209.0
2011-06-10,3.917,99.0,80.958,65.0,38.625,77.0,38.375,2.542,43.958,267.0,238.667,214.0
2011-06-11,3.667,99.0,85.5,63.0,27.583,55.417,27.833,0.833,25.25,268.0,231.792,212.0
2011-06-12,4.708,99.0,75.833,51.0,28.083,46.083,18.0,0.75,22.542,262.0,223.542,184.0
2011-06-13,3.348,99.0,75.083,52.0,42.783,99.826,57.043,1.217,22.042,278.0,228.083,179.0
2011-06-14,2.625,85.0,58.208,32.0,39.208,85.75,46.542,1.125,16.208,293.0,244.958,208.0
2011-06-15,3.458,81.0,59.25,34.0,44.375,106.833,62.458,2.083,18.792,273.0,233.5,197.0
2011-06-16,3.25,99.0,86.292,65.0,31.5,56.333,24.833,1.5,30.583,244.0,212.167,188.0
2011-06-17,4.833,99.0,84.208,68.0,51.375,121.875,70.5,1.792,19.458,258.0,224.292,188.0
2011-06-18,4.095,99.0,96.333,85.0,33.316,66.421,33.105,0.632,22.789,228.0,217.917,210.0
2011-06-19,5.042,99.0,88.75,75.0,26.167,44.5,18.333,1.292,24.5,255.0,230.333,208.0
2011-06-20,3.167,99.0,91.667,82.0,25.478,50.652,25.174,0.391,15.917,254.0,235.792,223.0
2011-06-21,4.5,99.0,82.042,60.0,44.583,108.167,63.583,1.125,22.167,302.0,262.958,222.0
2011-06-22,4.833,97.0,75.417,57.0,48.083,109.75,61.667,1.75,38.333,329.0,282.417,228.0
2011-06-23,3.708,95.0,69.958,45.0,34.875,80.833,45.958,1.625,45.958,351.0,304.833,256.0
2011-06-24,3.0,83.0,62.708,43.0,30.333,85.292,54.958,1.542,29.583,353.0,310.625,267.0
2011-06-25,2.833,97.0,71.542,46.0,22.458,61.292,38.833,0.75,27.792,358.0,303.25,251.0
2011-06-26,1.083,92.0,75.667,58.0,4.042,7.667,3.625,0.0,16.667,320.0,289.5,270.0
2011-06-27,0.435,99.0,84.333,67.0,6.478,13.217,6.739,0.0,16.792,321.0,284.958,243.0
2011-06-28,2.833,98.0,69.917,47.0,33.208,84.292,51.083,1.333,22.792,360.0,310.083,264.0
2011-06-29,2.917,80.0,56.958,38.0,31.167,103.833,72.667,1.0,27.375,372.0,325.542,276.0
2011-06-30,3.042,80.0,61.125,45.0,33.542,101.125,67.583,1.583,23.208,358.0,316.375,270.0
2011-07-01,3.0,96.0,77.625,57.0,29.95,93.35,63.4,1.25,25.417,322.0,280.708,253.0
2011-07-02,3.167,95.0,70.0,51.0,27.875,73.458,45.583,0.792,23.792,342.0,296.042,248.0
2011-07-03,2.792,91.0,73.083,49.0,19.875,33.333,13.458,0.917,30.333,346.0,295.75,265.0
2011-07-04,2.5,99.0,76.75,51.0,25.13,51.783,26.652,1.087,43.708,350.0,298.0,245.0
2011-07-05,3.0,99.0,69.167,39.0,33.958,67.875,33.917,0.875,22.333,333.0,282.542,239.0
2011-07-06,2.792,99.0,66.833,41.0,32.333,69.125,36.792,1.292,24.833,347.0,278.458,225.0
2011-07-07,1.25,99.0,98.958,98.0,13.583,24.542,10.958,0.083,17.25,251.0,246.292,238.0
2011-07-08,3.75,99.0,79.375,56.0,36.208,108.917,72.708,1.083,30.792,345.0,294.792,244.0
2011-07-09,3.167,91.0,69.167,46.0,28.458,55.792,27.333,1.708,22.125,363.0,317.333,275.0
2011-07-10,1.833,88.0,71.042,49.0,11.708,18.75,7.042,0.667,14.917,357.0,305.917,272.0
2011-07-11,2.043,84.0,69.042,49.0,19.0,59.565,40.565,0.783,10.625,347.0,304.75,269.0
2011-07-12,2.208,99.0,77.417,59.0,21.083,58.583,37.5,1.167,16.667,328.0,291.125,268.0
2011-07-13,1.625,89.0,69.708,51.0,18.875,42.0,23.125,0.875,15.625,342.0,297.875,260.0
2011-07-14,2.208,89.0,66.333,31.0,22.875,51.208,28.333,1.625,12.375,356.0,301.333,262.0
2011-07-15,3.125,87.0,65.333,40.0,38.708,82.125,43.417,1.875,24.667,365.0,305.583,250.0
2011-07-16,2.762,88.0,67.917,48.0,25.8,46.85,21.05,1.4,26.45,347.0,307.5,271.0
2011-07-17,2.125,91.0,72.75,56.0,13.875,24.208,10.333,1.0,17.708,344.0,304.375,260.0
2011-07-18,0.917,95.0,74.792,53.0,5.739,11.043,5.304,0.174,8.375,339.0,301.333,271.0
2011-07-19,0.792,99.0,93.458,84.0,7.292,14.375,7.083,0.0,11.625,291.0,268.292,250.0
2011-07-20,2.0,99.0,91.417,74.0,17.333,41.083,23.75,0.375,11.125,312.0,277.917,246.0
2011-07-21,3.792,98.0,82.042,66.0,36.125,100.333,64.208,1.75,23.375,322.0,281.583,229.0
2011-07-22,3.25,99.0,85.125,71.0,29.833,73.042,43.208,1.875,31.333,265.0,235.625,206.0
2011-07-23,2.958,91.0,68.208,45.0,29.708,60.208,30.5,1.458,22.958,331.0,278.042,230.0
2011-07-24,3.167,89.0,75.875,57.0,22.792,38.042,15.25,1.542,35.917,320.0,274.417,234.0
2011-07-25,3.0,99.0,93.667,82.0,26.435,64.435,38.0,0.261,21.875,273.0,252.542,242.0
2011-07-26,2.292,99.0,84.917,66.0,22.333,46.25,23.917,0.5,20.625,310.0,273.208,240.0
2011-07-27,2.0,99.0,90.542,72.0,19.542,36.458,16.917,0.375,16.917,310.0,271.167,248.0
2011-07-28,3.5,99.0,75.792,51.0,25.1,93.75,68.65,1.2,26.917,335.0,291.583,254.0
2011-07-29,3.083,89.0,71.458,53.0,23.583,93.583,70.0,1.292,24.958,330.0,289.625,246.0
2011-07-30,3.125,86.0,72.667,57.0,29.5,76.25,46.75,1.333,27.667,333.0,296.25,267.0
2011-07-31,2.458,99.0,82.25,61.0,15.167,19.583,4.417,0.25,16.917,320.0,272.708,237.0
2011-08-01,3.917,96.0,76.542,60.0,35.087,82.696,47.609,1.435,26.125,313.0,279.458,251.0
2011-08-02,4.5,99.0,91.667,81.0,37.708,101.167,63.458,1.167,39.292,284.0,257.833,232.0
2011-08-03,3.083,99.0,77.75,58.0,25.792,62.333,36.542,2.958,28.792,324.0,286.125,243.0
2011-08-04,3.375,98.0,73.542,53.0,32.125,71.208,39.083,2.208,24.583,335.0,297.25,253.0
2011-08-05,2.25,93.0,77.0,57.0,19.708,45.375,25.667,0.667,15.0,352.0,298.083,270.0
2011-08-06,2.75,98.0,78.042,55.0,22.958,46.875,23.917,0.792,18.208,352.0,306.208,272.0
2011-08-07,2.917,85.0,71.625,54.0,20.458,31.458,11.0,0.75,18.917,358.0,313.375,273.0
2011-08-08,3.957,93.0,77.875,57.0,46.304,85.217,38.913,1.304,41.167,360.0,311.333,279.0
2011-08-09,3.333,94.0,73.708,55.0,43.958,87.125,43.167,1.625,35.792,362.0,316.25,265.0
2011-08-10,4.292,86.0,67.583,50.0,50.917,103.042,52.125,2.042,50.875,379.0,332.708,294.0
2011-08-11,2.857,72.0,61.625,45.0,31.6,80.35,48.75,0.5,25.2,359.0,321.292,293.0
2011-08-12,3.417,85.0,63.125,41.0,31.958,73.875,41.917,1.083,22.542,367.0,315.208,264.0
2011-08-13,3.083,84.0,65.333,47.0,20.958,42.625,21.667,1.042,21.083,370.0,320.458,272.0
2011-08-14,3.458,85.0,72.583,54.0,17.667,24.0,6.333,1.208,41.625,359.0,318.167,285.0
2011-08-15,3.167,99.0,79.125,57.0,19.304,33.087,13.783,0.739,33.833,346.0,303.125,273.0
2011-08-16,3.917,99.0,83.625,61.0,25.042,48.25,23.208,0.458,30.375,334.0,294.708,260.0
2011-08-17,3.625,99.0,85.917,59.0,29.542,51.792,22.25,0.5,34.375,357.0,295.542,270.0
2011-08-18,4.167,99.0,77.708,53.0,39.542,86.75,47.208,1.0,38.167,361.0,312.333,271.0
2011-08-19,3.75,99.0,81.542,60.0,33.542,81.5,47.958,0.792,20.917,328.0,289.25,266.0
2011-08-20,2.583,99.0,91.75,76.0,23.708,42.333,18.625,0.333,12.042,267.0,244.792,223.0
2011-08-21,3.833,99.0,99.0,99.0,23.125,40.708,17.583,0.167,20.583,264.0,242.125,222.0
2011-08-22,3.652,99.0,85.625,63.0,33.826,74.957,41.13,0.696,19.917,315.0,270.792,230.0
2011-08-23,2.0,99.0,86.167,66.0,17.958,34.667,16.708,0.5,34.75,318.0,283.125,242.0
2011-08-24,2.25,99.0,81.75,60.0,18.875,49.875,31.0,0.542,12.958,332.0,290.25,257.0
2011-08-25,1.25,99.0,89.75,76.0,10.125,22.875,12.75,0.208,7.083,293.0,276.833,261.0
2011-08-26,3.286,99.0,82.417,57.0,25.476,80.381,54.905,1.095,19.875,336.0,290.083,252.0
2011-08-27,3.667,99.0,85.958,70.0,22.958,56.417,33.458,0.917,17.125,324.0,285.958,255.0
2011-08-28,4.333,99.0,84.167,65.0,26.542,44.25,17.708,1.792,37.208,328.0,284.458,251.0
2011-08-29,4.708,98.0,78.042,58.0,47.391,91.652,44.261,2.391,39.583,333.0,292.208,252.0
2011-08-30,4.167,94.0,72.5,51.0,47.875,92.917,45.042,2.583,32.542,350.0,302.708,267.0
2011-08-31,4.0,90.0,73.375,53.0,33.667,85.625,51.958,1.375,32.0,342.0,301.667,274.0
2011-09-01,2.167,99.0,76.0,55.0,12.667,41.125,28.458,0.292,13.833,346.0,303.625,265.0
2011-09-02,1.792,99.0,82.125,46.0,10.25,45.542,35.292,0.5,13.833,347.0,291.75,271.0
2011-09-03,0.583,98.0,78.625,68.0,0.917,1.042,0.125,0.0,31.333,310.0,293.667,272.0
2011-09-04,0.708,99.0,94.625,83.0,3.042,4.083,1.042,0.0,17.458,282.0,260.583,245.0
2011-09-05,2.783,99.0,89.542,69.0,29.174,86.652,57.478,0.696,11.833,282.0,252.708,232.0
2011-09-06,2.429,84.0,58.417,33.0,37.6,83.85,46.25,0.9,11.476,297.0,250.0,216.0
2011-09-07,4.042,89.0,60.667,36.0,45.875,113.25,67.375,1.833,16.625,307.0,247.792,172.0
2011-09-08,2.958,89.0,70.417,46.0,26.833,51.75,24.917,1.167,21.875,315.0,260.833,201.0
