date,CO_mean,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-02-02,2.5,61.0,49.667,31.0,10.125,11.5,1.375,2.5,10.542,37.0,0.958,-22.0
2011-02-03,4.208,69.0,51.125,33.0,26.0,36.87,10.87,3.708,14.833,50.0,7.958,-37.0
2011-02-04,3.958,65.0,46.125,29.0,22.958,29.292,6.333,5.083,22.625,75.0,41.458,-1.0
2011-02-05,4.167,65.0,47.833,30.0,19.25,21.333,2.083,6.792,33.75,89.0,53.042,2.0
2011-02-06,4.833,89.0,79.417,64.0,23.87,26.565,2.696,4.217,26.739,87.0,63.083,39.0
2011-02-07,5.609,90.0,78.417,52.0,24.833,29.0,4.167,2.478,16.208,93.0,77.417,54.0
2011-02-08,2.958,76.0,51.417,28.0,10.125,11.625,1.5,2.417,11.458,65.0,29.208,-2.0
2011-02-09,4.125,64.0,47.792,29.0,17.333,21.167,3.833,3.292,13.333,61.0,18.833,-18.0
2011-02-10,4.167,64.0,50.25,31.0,23.565,32.87,9.304,3.958,14.833,72.0,34.333,-5.0
2011-02-11,3.333,67.0,51.875,33.0,11.625,13.917,2.292,3.042,12.125,81.0,43.125,5.0
2011-02-12,3.458,68.0,52.333,34.0,11.042,12.0,0.958,2.958,14.5,87.0,40.5,10.0
2011-02-13,4.542,88.0,73.042,53.0,27.75,32.375,4.625,2.708,15.5,54.0,33.042,15.0
2011-02-14,6.0,90.0,87.208,85.0,30.417,44.792,14.375,2.208,15.208,63.0,48.292,32.0
2011-02-15,6.375,91.0,78.458,63.0,23.542,38.625,15.083,2.542,19.042,72.0,42.542,16.0
2011-02-16,4.667,69.0,54.417,32.0,22.333,27.708,5.375,3.75,16.042,85.0,38.417,9.0
2011-02-17,4.167,65.0,52.625,37.0,15.478,18.913,3.435,3.208,14.417,69.0,33.5,6.0
2011-02-18,3.833,72.0,56.667,36.0,8.167,9.042,0.875,2.167,11.042,44.0,13.917,-10.0
2011-02-19,4.625,78.0,59.833,33.0,15.292,18.042,2.75,2.75,12.833,76.0,19.083,-29.0
2011-02-20,6.375,78.0,51.458,24.0,30.333,44.208,13.875,3.542,15.458,96.0,38.75,-15.0
2011-02-21,7.739,68.0,54.333,41.0,42.125,60.375,18.25,5.318,25.125,83.0,50.667,2.0
2011-02-22,4.208,88.0,62.0,38.0,18.417,20.375,1.958,4.083,24.25,111.0,80.167,42.0
2011-02-23,4.875,90.0,79.958,54.0,20.542,27.667,7.125,2.375,16.625,118.0,96.125,76.0
2011-02-24,3.875,64.0,49.0,31.0,8.217,8.565,0.348,3.739,29.5,125.0,86.708,54.0
2011-02-25,5.542,85.0,72.667,61.0,21.042,28.083,7.042,3.458,25.542,77.0,64.167,47.0
2011-02-26,2.708,78.0,58.458,43.0,5.875,6.042,0.167,2.208,12.458,71.0,44.417,9.0
2011-02-27,3.333,70.0,58.292,34.0,12.708,14.0,1.292,2.25,15.0,73.0,23.042,-4.0
2011-02-28,3.478,75.0,48.625,25.0,19.583,22.375,2.792,2.667,13.792,87.0,38.333,-19.0
2011-03-01,4.25,79.0,64.417,47.0,24.542,28.583,4.042,2.875,15.542,155.0,95.292,40.0
2011-03-02,4.917,90.0,76.75,62.0,23.174,33.565,10.391,2.625,16.542,112.0,97.125,79.0
2011-03-03,3.25,69.0,51.625,32.0,5.0,5.333,0.333,2.583,18.708,133.0,89.667,60.0
2011-03-04,4.042,88.0,72.167,50.0,11.75,12.542,0.792,2.625,18.5,87.0,67.167,38.0
2011-03-05,5.545,91.0,87.167,81.0,24.75,34.85,10.1,1.783,15.652,118.0,104.0,87.0
2011-03-06,7.13,91.0,76.042,58.0,29.542,46.708,17.167,3.542,17.667,169.0,130.708,105.0
2011-03-07,6.25,71.0,55.042,40.0,11.958,12.75,0.792,3.958,33.917,130.0,105.625,73.0
2011-03-08,6.667,72.0,53.042,35.0,13.167,14.292,1.125,3.875,31.042,143.0,95.5,53.0
2011-03-09,5.833,84.0,76.417,53.0,15.826,17.0,1.174,2.792,21.625,87.0,64.458,54.0
2011-03-10,4.25,79.0,59.167,40.0,7.458,8.167,0.708,2.25,14.792,117.0,77.75,53.0
2011-03-11,4.083,75.0,49.917,29.0,8.792,9.917,1.125,3.375,16.542,107.0,55.958,17.0
2011-03-12,3.917,63.0,52.5,34.0,8.333,9.333,1.0,2.792,14.333,75.0,37.792,8.0
2011-03-13,3.87,67.0,52.375,33.0,11.958,12.958,1.0,2.348,13.292,82.0,39.125,10.0
2011-03-14,4.042,73.0,42.917,11.0,26.917,32.042,5.125,4.25,14.458,109.0,58.083,-4.0
2011-03-15,4.375,63.0,45.5,26.0,21.625,34.0,12.375,3.875,20.542,114.0,61.208,24.0
2011-03-16,2.958,65.0,44.083,14.0,16.13,20.174,4.043,3.167,14.667,142.0,77.25,7.0
2011-03-17,4.75,89.0,83.208,65.0,22.458,30.25,7.792,2.333,17.75,132.0,109.792,89.0
2011-03-18,7.5,89.0,82.917,73.0,25.625,46.333,20.708,3.833,29.167,129.0,114.042,86.0
2011-03-19,2.5,83.0,54.75,34.0,7.909,8.409,0.5,2.136,10.708,102.0,70.583,37.0
2011-03-20,2.826,70.0,49.875,28.0,13.083,14.5,1.417,3.167,14.542,125.0,67.125,9.0
2011-03-21,2.583,65.0,41.625,20.0,10.417,11.292,0.875,3.208,14.625,130.0,77.5,34.0
2011-03-22,4.667,65.0,46.667,31.0,27.792,34.625,6.833,5.625,26.0,150.0,94.042,25.0
2011-03-23,3.417,91.0,80.458,51.0,15.565,16.652,1.087,2.083,13.167,108.0,93.625,74.0
2011-03-24,5.083,90.0,74.208,53.0,16.75,18.208,1.458,2.958,16.208,119.0,92.167,67.0
2011-03-25,3.333,73.0,53.958,31.0,6.042,6.542,0.5,2.917,14.875,111.0,65.0,41.0
2011-03-26,3.292,71.0,57.625,31.0,11.542,12.375,0.833,2.875,12.958,111.0,59.417,24.0
2011-03-27,4.696,76.0,50.5,28.0,27.75,34.833,7.083,5.333,22.708,140.0,84.333,27.0
2011-03-28,5.208,76.0,55.458,30.0,23.833,36.167,12.333,5.167,32.417,153.0,95.25,46.0
2011-03-29,4.333,73.0,42.792,15.0,23.375,27.542,4.167,4.958,22.792,184.0,105.958,36.0
2011-03-30,3.583,58.0,44.5,31.0,18.391,21.565,3.174,3.652,17.0,207.0,142.125,65.0
2011-03-31,3.0,89.0,72.375,52.0,10.042,10.667,0.625,1.458,14.458,165.0,104.458,42.0
2011-04-01,4.417,62.0,40.833,11.0,22.435,24.13,1.696,5.667,27.542,196.0,128.167,48.0
2011-04-02,4.333,67.0,49.25,24.0,19.375,22.625,3.25,6.5,34.5,198.0,122.417,69.0
2011-04-03,2.042,51.0,38.375,29.0,3.125,3.208,0.083,2.917,11.417,111.0,73.5,51.0
2011-04-04,2.542,62.0,37.625,13.0,9.0,9.875,0.875,2.917,11.5,144.0,81.583,22.0
2011-04-05,3.087,58.0,35.292,14.0,16.417,18.625,2.208,3.917,18.458,188.0,103.958,24.0
2011-04-06,2.958,67.0,42.583,13.0,18.208,20.083,1.875,5.25,17.917,202.0,130.292,52.0
2011-04-07,3.083,57.0,45.292,32.0,20.5,23.083,2.583,4.75,17.455,216.0,159.375,97.0
2011-04-08,3.333,89.0,73.583,50.0,20.87,23.652,2.783,2.667,18.167,168.0,145.167,122.0
2011-04-09,3.0,91.0,71.25,46.0,10.75,11.667,0.917,1.792,15.625,174.0,143.708,126.0
2011-04-10,3.833,76.0,43.583,23.0,11.125,11.792,0.667,5.375,36.083,208.0,147.958,86.0
2011-04-11,4.0,65.0,48.458,22.0,16.917,20.042,3.125,5.375,32.042,195.0,120.75,71.0
2011-04-12,3.0,72.0,41.542,21.0,16.333,18.417,2.083,4.0,31.917,162.0,110.292,48.0
2011-04-13,3.792,69.0,41.208,10.0,22.75,26.875,4.125,5.667,29.875,200.0,137.292,63.0
2011-04-14,4.042,73.0,47.292,17.0,25.75,30.042,4.292,7.792,38.375,225.0,159.0,88.0
2011-04-15,3.917,78.0,64.958,46.0,20.565,22.522,1.957,6.333,35.875,201.0,158.458,126.0
2011-04-16,2.833,75.0,57.333,41.0,8.875,10.833,1.958,3.75,31.208,182.0,141.875,79.0
2011-04-17,2.042,65.0,40.417,14.0,5.792,6.125,0.333,3.0,15.5,196.0,127.167,53.0
2011-04-18,2.542,86.0,65.792,36.0,11.792,12.708,0.917,3.292,23.5,219.0,143.708,95.0
2011-04-19,2.652,88.0,68.042,33.0,9.917,10.958,1.042,2.833,12.583,149.0,105.875,85.0
2011-04-20,2.333,74.0,62.208,47.0,9.5,10.708,1.208,2.167,9.792,141.0,97.708,67.0
2011-04-21,3.208,79.0,51.458,12.0,17.625,20.083,2.458,4.083,17.417,203.0,131.917,51.0
2011-04-22,3.667,88.0,72.625,54.0,20.696,23.826,3.13,3.25,25.833,156.0,132.958,116.0
2011-04-23,3.208,90.0,82.875,73.0,13.333,15.5,2.167,1.5,17.625,154.0,127.958,91.0
2011-04-24,3.542,88.0,60.833,29.0,10.042,11.542,1.5,3.417,20.333,172.0,119.792,65.0
2011-04-25,3.292,81.0,61.458,32.0,13.083,15.958,2.875,3.458,17.167,176.0,118.333,73.0
2011-04-26,3.348,76.0,54.833,31.0,15.667,17.625,1.958,4.208,25.0,236.0,159.25,95.0
2011-04-27,2.667,87.0,65.667,39.0,13.0,14.583,1.583,3.333,26.875,248.0,192.125,132.0
2011-04-28,2.792,87.0,71.75,47.0,10.167,11.625,1.458,3.792,21.435,183.0,132.792,100.0
2011-04-29,3.333,85.0,56.167,32.0,15.957,18.609,2.652,4.833,19.458,187.0,136.958,82.0
2011-04-30,3.458,71.0,48.0,19.0,15.458,16.583,1.125,4.875,26.167,246.0,172.792,103.0
2011-05-01,3.708,87.0,78.625,69.0,11.208,14.5,3.292,2.375,24.167,185.0,162.667,143.0
2011-05-02,2.917,80.0,45.5,23.0,7.833,8.625,0.792,2.913,139.125,236.0,179.792,125.0
2011-05-03,3.522,61.0,48.167,34.0,13.542,14.542,1.0,3.25,136.667,198.0,162.167,123.0
2011-05-04,3.625,79.0,45.458,25.0,11.083,12.625,1.542,3.917,81.917,234.0,176.042,117.0
2011-05-05,2.5,63.0,44.583,23.0,7.292,7.625,0.333,3.083,21.583,232.0,171.0,117.0
2011-05-06,2.792,67.0,53.125,35.0,8.913,9.478,0.565,3.25,32.435,239.0,184.25,126.0
2011-05-07,2.25,84.0,58.958,36.0,5.0,5.167,0.167,2.833,15.625,260.0,205.625,172.0
2011-05-08,3.042,82.0,54.958,31.0,7.5,8.375,0.875,4.625,29.208,273.0,217.833,177.0
2011-05-09,3.542,68.0,49.458,26.0,13.375,14.708,1.333,5.25,38.25,285.0,213.792,150.0
2011-05-10,3.565,89.0,82.542,72.0,17.583,25.583,8.0,5.5,35.625,242.0,218.625,204.0
2011-05-11,2.833,90.0,89.292,87.0,16.417,22.0,5.583,1.583,12.708,223.0,203.458,183.0
2011-05-12,1.958,90.0,81.625,69.0,7.667,8.75,1.083,1.333,8.083,214.0,199.958,186.0
2011-05-13,2.958,88.0,52.25,28.0,13.957,16.0,2.043,4.583,41.958,232.0,201.333,171.0
2011-05-14,3.125,59.0,38.542,22.0,11.583,12.542,0.958,5.708,34.833,235.0,193.5,154.0
2011-05-15,3.0,59.0,36.0,15.0,11.958,12.792,0.833,4.5,32.583,242.0,194.625,123.0
2011-05-16,3.0,63.0,44.292,25.0,13.958,15.125,1.167,4.833,34.083,247.0,203.792,151.0
2011-05-17,3.435,75.0,53.0,27.0,15.375,16.458,1.083,4.583,36.042,249.0,193.625,146.0
2011-05-18,4.25,80.0,46.458,21.0,22.875,25.083,2.208,5.625,31.833,254.0,197.792,127.0
2011-05-19,3.708,61.0,46.083,25.0,19.042,20.417,1.375,6.125,36.417,270.0,210.25,144.0
2011-05-20,3.167,73.0,54.125,32.0,15.261,17.217,1.957,4.958,31.167,269.0,216.917,158.0
2011-05-21,3.0,77.0,62.542,47.0,12.292,13.708,1.417,3.917,19.708,282.0,234.708,177.0
2011-05-22,2.583,87.0,67.333,55.0,5.792,6.458,0.667,2.917,10.625,240.0,202.083,163.0
2011-05-23,2.458,90.0,78.833,64.0,8.625,9.542,0.917,1.792,10.167,165.0,151.583,137.0
2011-05-24,2.13,90.0,70.917,49.0,6.167,6.875,0.708,1.609,7.292,216.0,170.208,136.0
2011-05-25,2.625,74.0,52.5,27.0,12.625,13.75,1.125,3.458,16.625,279.0,205.625,143.0
2011-05-26,2.25,79.0,59.75,41.0,6.625,7.0,0.375,3.792,20.917,234.0,198.208,173.0
2011-05-27,2.125,89.0,73.667,60.0,4.87,4.913,0.043,1.542,10.833,186.0,171.208,155.0
2011-05-28,3.083,90.0,88.792,86.0,14.167,15.458,1.292,1.042,11.333,195.0,183.083,165.0
2011-05-29,2.458,91.0,88.542,82.0,6.833,7.292,0.458,0.875,5.625,199.0,184.5,162.0
2011-05-30,1.833,89.0,76.0,61.0,4.0,4.458,0.458,1.292,8.167,206.0,170.458,155.0
2011-05-31,2.261,77.0,62.125,48.0,8.0,8.542,0.542,2.25,11.826,220.0,184.625,142.0
2011-06-01,1.583,90.0,80.458,68.0,8.042,8.542,0.5,1.792,11.083,182.0,170.958,161.0
2011-06-02,2.75,90.0,77.333,58.0,15.875,18.458,2.583,2.125,15.833,237.0,191.625,158.0
2011-06-03,2.917,82.0,65.583,41.0,13.826,15.739,1.913,3.333,31.042,266.0,220.417,183.0
2011-06-04,3.25,83.0,64.125,38.0,14.25,16.917,2.667,4.292,42.417,278.0,231.625,192.0
2011-06-05,2.667,81.0,65.25,54.0,9.792,10.667,0.875,4.458,35.042,251.0,219.833,194.0
2011-06-06,3.458,82.0,52.375,32.0,19.381,21.048,1.667,4.727,31.435,281.0,230.333,173.0
2011-06-07,3.609,63.0,56.25,47.0,14.333,15.417,1.083,3.875,30.792,247.0,218.167,197.0
2011-06-08,1.708,81.0,64.208,46.0,9.667,10.292,0.625,3.333,20.125,274.0,223.417,180.0
2011-06-09,2.583,79.0,67.083,50.0,12.708,14.417,1.708,3.708,19.0,272.0,237.292,213.0
2011-06-10,3.792,89.0,76.0,61.0,22.826,26.826,4.0,3.625,35.625,257.0,229.667,206.0
2011-06-11,2.292,91.0,78.542,61.0,9.542,10.917,1.375,1.667,15.667,241.0,219.042,202.0
2011-06-12,3.333,89.0,77.25,59.0,10.333,11.083,0.75,2.417,28.0,240.0,206.167,181.0
2011-06-13,2.667,90.0,69.792,49.0,12.542,14.0,1.458,2.667,14.833,251.0,218.0,177.0
2011-06-14,2.348,81.0,54.458,34.0,8.25,8.75,0.5,2.652,19.042,271.0,232.167,195.0
2011-06-15,2.333,67.0,49.875,29.0,13.125,14.583,1.458,3.792,17.667,267.0,224.667,178.0
2011-06-16,2.292,90.0,78.708,66.0,11.292,12.25,0.958,1.833,18.667,213.0,197.292,179.0
2011-06-17,2.333,90.0,73.583,59.0,9.435,10.087,0.652,1.583,12.042,255.0,221.917,180.0
2011-06-18,3.042,89.0,81.792,72.0,13.708,15.208,1.5,2.167,16.583,238.0,218.75,208.0
2011-06-19,2.458,90.0,80.167,64.0,7.875,8.458,0.583,1.5,13.917,253.0,224.333,204.0
2011-06-20,2.75,90.0,85.042,73.0,14.0,17.208,3.208,1.542,13.417,242.0,219.583,202.0
2011-06-21,2.217,90.0,72.25,51.0,13.583,16.625,3.042,2.333,17.042,294.0,251.958,211.0
2011-06-22,3.042,86.0,69.083,52.0,15.833,26.417,10.583,4.208,30.708,313.0,268.833,227.0
2011-06-23,1.875,81.0,66.583,50.0,9.542,16.25,6.708,2.042,26.667,324.0,281.542,249.0
2011-06-24,1.583,77.0,63.958,49.0,9.348,15.565,6.217,1.875,25.333,328.0,288.75,253.0
2011-06-25,1.542,83.0,62.75,43.0,7.333,12.542,5.208,1.792,25.458,336.0,295.25,256.0
2011-06-26,1.667,85.0,58.5,38.0,6.667,9.917,3.25,1.375,30.625,341.0,295.417,254.0
2011-06-27,1.042,71.0,52.833,39.0,4.0,6.5,2.5,0.75,19.083,331.0,298.542,261.0
2011-06-28,1.391,77.0,56.833,39.0,8.792,12.875,4.083,2.375,23.333,340.0,301.417,264.0
2011-06-29,2.417,73.0,53.375,36.0,12.875,16.667,3.792,4.25,30.875,358.0,311.333,266.0
2011-06-30,2.25,69.0,54.792,39.0,12.833,16.292,3.458,4.375,32.208,347.0,305.0,274.0
2011-07-01,2.458,83.0,71.167,60.0,17.609,23.348,5.739,5.0,27.5,279.0,263.917,251.0
2011-07-02,2.917,79.0,64.375,53.0,13.917,17.583,3.667,3.125,23.167,304.0,276.333,248.0
2011-07-03,3.458,78.0,65.208,49.0,9.833,10.792,0.958,4.0,38.958,317.0,279.25,246.0
2011-07-04,2.792,86.0,68.625,48.0,12.522,16.043,3.522,3.087,36.87,319.0,279.417,235.0
2011-07-05,3.13,88.0,63.958,42.0,12.333,13.75,1.417,2.583,32.0,319.0,273.083,236.0
2011-07-06,3.125,86.0,66.625,33.0,11.458,12.583,1.125,2.083,34.125,327.0,264.583,228.0
2011-07-07,3.292,89.0,87.542,85.0,13.875,25.5,11.625,1.708,21.708,256.0,244.625,231.0
2011-07-08,2.75,89.0,67.375,50.0,10.435,19.435,9.0,2.167,22.417,338.0,290.5,242.0
2011-07-09,2.5,77.0,57.292,40.0,8.917,15.5,6.583,2.333,14.917,347.0,302.458,265.0
2011-07-10,2.625,76.0,56.625,32.0,7.667,12.042,4.375,2.167,15.708,361.0,303.458,257.0
2011-07-11,1.958,76.0,58.667,44.0,7.583,9.583,2.0,1.833,14.375,338.0,296.417,260.0
2011-07-12,2.565,81.0,72.708,56.0,10.167,21.542,11.375,1.958,14.292,300.0,268.958,249.0
2011-07-13,2.0,85.0,61.25,44.0,9.417,13.625,4.208,2.208,14.417,327.0,283.333,232.0
2011-07-14,2.042,69.0,53.542,31.0,9.167,12.0,2.833,2.625,18.0,335.0,293.917,266.0
2011-07-15,2.792,71.0,49.792,29.0,14.739,18.783,4.043,3.792,17.958,346.0,301.167,260.0
2011-07-16,3.0,69.0,52.042,37.0,15.583,20.125,4.542,4.292,23.5,358.0,304.542,257.0
2011-07-17,1.083,66.0,55.708,40.0,3.042,3.75,0.708,1.542,14.0,349.0,300.625,257.0
2011-07-18,1.25,88.0,77.75,65.0,3.167,4.667,1.5,0.417,16.25,283.0,270.5,256.0
2011-07-19,1.0,81.0,74.458,67.0,0.875,1.25,0.375,0.0,9.5,278.0,263.958,238.0
2011-07-20,1.042,73.0,66.875,56.0,3.167,3.917,0.75,0.5,11.083,307.0,281.792,267.0
2011-07-21,1.292,70.0,66.75,62.0,3.958,4.792,0.833,1.208,13.667,283.0,262.583,246.0
2011-07-22,1.958,80.0,69.208,60.0,13.0,14.609,1.609,2.174,17.75,279.0,251.75,230.0
2011-07-23,1.875,81.0,59.5,41.0,7.875,8.75,0.875,2.125,22.292,324.0,272.208,231.0
2011-07-24,2.042,74.0,58.917,37.0,6.667,7.0,0.333,2.583,28.292,322.0,269.208,220.0
2011-07-25,1.875,79.0,65.542,43.0,6.417,7.25,0.833,2.0,23.042,319.0,267.958,239.0
2011-07-26,1.696,81.0,63.667,49.0,8.208,9.458,1.25,2.417,16.167,317.0,276.5,233.0
2011-07-27,1.792,72.0,61.833,48.0,10.292,15.0,4.708,2.958,14.75,321.0,282.208,255.0
2011-07-28,2.167,84.0,67.708,46.0,10.5,14.042,3.542,3.167,17.25,330.0,278.917,249.0
2011-07-29,2.458,85.0,64.583,45.0,14.304,17.565,3.261,2.958,23.917,327.0,283.792,244.0
2011-07-30,2.167,83.0,66.542,51.0,11.625,13.958,2.333,2.458,21.708,311.0,275.708,256.0
2011-07-31,2.136,86.0,64.591,35.0,4.227,4.364,0.136,1.455,28.136,335.0,277.364,244.0
2011-08-01,1.958,84.0,66.667,51.0,2.696,2.913,0.217,1.261,33.261,307.0,268.875,240.0
2011-08-02,2.0,74.0,65.125,51.0,2.708,3.042,0.333,1.333,18.875,307.0,270.333,242.0
2011-08-03,1.042,78.0,57.25,41.0,2.667,3.125,0.458,1.625,17.125,331.0,286.875,251.0
2011-08-04,1.0,71.0,55.667,40.0,2.75,3.708,0.958,2.333,14.167,335.0,289.292,249.0
2011-08-05,1.458,89.0,74.583,63.0,7.522,9.174,1.652,1.292,11.783,292.0,268.833,251.0
2011-08-06,1.708,87.0,64.042,43.0,7.75,11.583,3.833,2.042,14.458,337.0,290.125,248.0
2011-08-07,2.042,80.0,58.667,38.0,7.667,12.667,5.0,2.625,20.542,349.0,298.458,255.0
2011-08-08,2.25,74.0,57.833,40.0,12.25,16.667,4.417,3.208,17.625,351.0,303.125,270.0
2011-08-09,2.826,76.0,56.042,36.0,18.292,22.375,4.083,5.261,31.417,365.0,313.542,264.0
2011-08-10,2.542,75.0,56.375,38.0,13.417,15.667,2.25,4.875,37.833,359.0,314.417,275.0
2011-08-11,2.167,81.0,59.167,41.0,11.542,13.542,2.0,3.792,27.5,343.0,305.833,273.0
2011-08-12,2.375,76.0,59.042,45.0,9.913,11.565,1.652,2.833,30.708,351.0,304.292,267.0
2011-08-13,2.417,73.0,54.083,29.0,7.375,8.042,0.667,3.25,29.333,368.0,315.542,271.0
2011-08-14,2.292,71.0,57.458,41.0,5.708,6.5,0.792,4.292,33.542,350.0,308.125,283.0
2011-08-15,2.125,84.0,61.417,42.0,6.417,7.25,0.833,3.167,23.417,341.0,296.583,255.0
2011-08-16,2.217,69.0,57.875,41.0,7.417,8.167,0.75,4.458,29.5,346.0,307.625,285.0
2011-08-17,2.583,71.0,58.417,42.0,10.958,13.167,2.208,5.083,33.708,345.0,310.458,285.0
2011-08-18,1.958,76.0,60.125,38.0,10.708,12.958,2.25,4.125,37.0,351.0,309.625,283.0
2011-08-19,2.167,85.0,63.958,45.0,9.609,10.913,1.304,2.917,19.375,311.0,279.667,255.0
2011-08-20,2.0,87.0,68.625,50.0,8.458,8.875,0.417,2.625,14.542,288.0,250.792,230.0
2011-08-21,2.75,88.0,83.083,73.0,9.292,10.208,0.917,1.917,17.542,264.0,241.167,229.0
2011-08-22,2.5,85.0,64.75,45.0,11.458,12.542,1.083,3.0,18.708,306.0,270.292,229.0
2011-08-23,2.435,85.0,66.792,41.0,12.042,14.25,2.208,3.208,25.792,325.0,281.167,247.0
2011-08-24,1.25,80.0,63.167,35.0,5.375,6.875,1.5,1.792,21.042,339.0,288.667,251.0
2011-08-25,1.417,84.0,69.792,46.0,6.708,9.5,2.792,1.667,10.792,323.0,276.5,249.0
2011-08-26,1.75,80.0,62.292,39.0,9.0,11.348,2.348,2.0,15.25,338.0,289.0,252.0
2011-08-27,2.208,83.0,70.625,41.0,11.083,12.292,1.208,1.917,18.667,343.0,278.458,256.0
2011-08-28,1.417,79.0,59.75,36.0,2.875,3.167,0.292,2.542,34.042,337.0,286.792,241.0
2011-08-29,1.417,72.0,55.167,40.0,3.125,3.333,0.208,2.708,25.417,336.0,290.5,247.0
2011-08-30,1.783,69.0,50.583,35.0,5.625,6.292,0.667,2.667,22.304,337.0,293.708,250.0
2011-08-31,1.042,82.0,61.667,50.0,4.417,5.125,0.708,2.304,15.625,316.0,281.042,258.0
2011-09-01,0.625,87.0,77.583,62.0,5.083,8.125,3.042,1.0,18.958,296.0,268.708,251.0
2011-09-02,0.417,85.0,72.833,62.0,2.043,2.478,0.435,0.75,19.417,283.0,270.667,252.0
2011-09-03,0.667,84.0,71.417,58.0,1.0,1.042,0.042,0.917,15.958,281.0,261.958,226.0
2011-09-04,0.875,89.0,84.0,74.0,3.5,4.0,0.5,1.0,8.875,266.0,237.792,217.0
2011-09-05,1.783,90.0,80.958,69.0,10.174,12.826,2.652,1.391,13.739,255.0,237.5,220.0
2011-09-06,1.522,75.0,53.75,31.0,9.125,9.958,0.833,3.125,13.833,291.0,240.167,204.0
2011-09-07,2.792,82.0,49.417,14.0,18.875,21.083,2.208,5.042,18.042,306.0,240.5,176.0
2011-09-08,2.708,72.0,53.25,31.0,14.125,15.333,1.208,4.292,24.417,317.0,255.125,190.0
