date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,RAIN_sum,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-04-26,,,,28.792,31.833,3.042,,5.292,25.083,,,
2011-04-27,,,,20.083,21.875,1.792,,4.292,24.917,,,
2011-04-28,,,,15.609,17.087,1.478,,4.667,17.75,,,
2011-04-29,,,,19.75,21.458,1.708,,5.458,13.5,,,
2011-04-30,,,,24.208,25.583,1.375,,5.5,20.0,,,
2011-05-01,,,,22.792,26.5,3.708,,4.042,25.333,,,
2011-05-02,,,,16.875,19.583,2.708,,4.667,116.25,,,
2011-05-03,,,,21.042,21.917,0.875,,5.375,120.708,,,
2011-05-04,,,,17.542,19.583,2.042,,6.125,77.292,,,
2011-05-05,,,,12.0,12.435,0.435,,5.25,18.083,,,
2011-05-06,,,,18.75,19.708,0.958,,5.696,24.25,,,
2011-05-07,,,,8.708,9.458,0.75,,5.625,10.042,,,
2011-05-08,,,,11.0,12.208,1.208,,7.292,20.25,,,
2011-05-09,,,,17.792,19.0,1.208,,7.792,30.125,,,
2011-05-10,,,,20.542,31.917,11.375,,6.917,28.458,,,
2011-05-11,,,,22.167,30.083,7.917,,4.833,9.0,,,
2011-05-12,,,,19.478,22.0,2.522,,4.292,4.833,,,
2011-05-13,,,,21.375,23.5,2.125,,7.875,32.417,,,
2011-05-14,,,,16.542,17.167,0.625,,9.042,26.792,,,
2011-05-15,,,,17.917,18.708,0.792,,8.25,24.208,,,
2011-05-16,,,,23.0,24.292,1.292,,8.25,27.417,,,
2011-05-17,,,,19.833,20.417,0.583,,8.292,30.833,,,
2011-05-18,,,,31.958,33.875,1.917,,9.542,24.261,,,
2011-05-19,,,,27.652,29.652,2.0,,9.5,,,,
2011-05-20,,,,18.875,21.0,2.125,,6.261,19.154,,,
2011-05-21,,,,17.542,20.125,2.583,,4.25,10.75,,,
2011-05-22,,,,8.042,9.125,1.083,,3.375,4.667,,,
2011-05-23,,,,13.083,13.917,0.833,,3.125,3.917,,,
2011-05-24,,,,15.333,15.958,0.625,,3.125,4.417,,,
2011-05-25,,,,25.167,26.583,1.417,,4.875,10.333,,,
2011-05-26,,,,14.522,15.0,0.478,,4.542,13.958,,,
2011-05-27,,,,11.0,11.458,0.458,,3.0,4.75,,,
2011-05-28,,,,19.375,20.667,1.292,,2.417,5.917,,,
2011-05-29,,,,8.75,9.333,0.583,,2.0,2.75,,,
2011-05-30,,,,5.958,6.25,0.292,,2.125,2.792,,,
2011-05-31,,,,11.833,12.333,0.5,,3.042,4.708,,,
2011-06-01,,,,16.667,17.917,1.25,,2.833,6.917,,,
2011-06-02,,,,20.565,23.087,2.522,,3.417,12.375,,,
2011-06-03,,,,24.958,27.458,2.5,,3.933,28.625,,,
2011-06-04,,,,18.958,22.167,3.208,,5.083,33.917,,,
2011-06-05,,,,15.333,16.25,0.917,,5.125,17.542,,,
2011-06-06,,,,28.958,31.0,2.042,,6.333,26.042,,,
2011-06-07,,,,22.25,24.125,1.875,,4.792,21.292,,,
2011-06-08,,,,16.125,17.042,0.917,,4.333,13.583,,,
2011-06-09,,,,17.565,19.043,1.478,,4.375,11.458,,,
2011-06-10,,,,26.375,28.958,2.583,,4.417,30.917,,,
2011-06-11,,,,13.917,15.083,1.167,,2.875,11.042,,,
2011-06-12,,,,16.875,17.708,0.833,,3.875,27.708,,,
2011-06-13,,,,19.083,20.292,1.208,,4.083,11.167,,,
2011-06-14,,,,12.042,12.5,0.458,,3.958,12.0,,,
2011-06-15,,,,20.667,22.458,1.792,,5.125,8.75,,,
2011-06-16,,,,19.217,20.87,1.652,,3.75,10.792,,,
2011-06-17,,,,19.542,20.583,1.042,,3.625,8.125,,,
2011-06-18,,,,22.042,23.708,1.667,,3.583,12.083,,,
2011-06-19,,,,17.458,19.0,1.542,,3.333,12.208,,,
2011-06-20,,,,26.583,31.0,4.417,,3.292,8.333,,,
2011-06-21,,,,25.917,34.292,8.375,,3.125,11.292,,,
2011-06-22,,,,20.826,27.913,7.087,,4.304,27.957,,,
2011-06-23,,,,11.522,18.174,6.652,,3.25,20.417,,,
2011-06-24,,,,11.75,18.75,7.0,,3.25,21.0,,,
2011-06-25,,,,9.667,15.167,5.5,,3.083,15.417,,,
2011-06-26,,,,8.958,12.0,3.042,,2.625,13.333,,,
2011-06-27,,,,10.083,14.833,4.75,,2.667,,,,
2011-06-28,,,,12.417,18.417,6.0,,3.458,,,,
2011-06-29,,,,20.417,25.417,5.0,,4.875,,,,
2011-06-30,,,,26.565,32.87,6.304,,5.87,27.222,,,
2011-07-01,,,,25.917,33.542,7.625,,5.417,25.208,,,
2011-07-02,,,,19.292,22.625,3.333,,3.958,20.333,,,
2011-07-03,,,,14.625,16.042,1.417,,4.0,47.958,,,
2011-07-04,,,,16.208,20.125,3.917,,3.583,41.167,,,
2011-07-05,,,,19.0,21.292,2.292,,3.625,28.042,,,
2011-07-06,,,,19.304,20.957,1.652,,3.348,24.826,,,
2011-07-07,,,,17.565,30.087,12.522,,2.833,26.083,,,
2011-07-08,,,,14.958,27.417,12.458,,3.417,18.333,,,
2011-07-09,,,,10.542,15.25,4.708,,3.458,7.042,,,
2011-07-10,,,,9.625,13.0,3.375,,3.583,5.208,,,
2011-07-11,,,,11.583,14.833,3.25,,3.458,8.5,,,
2011-07-12,,,,15.583,28.208,12.625,,3.833,8.0,,,
2011-07-13,,,,13.958,23.208,9.25,,3.5,7.792,,,
2011-07-14,,,,13.304,17.957,4.652,,3.917,7.542,,,
2011-07-15,,,,18.542,22.167,3.625,,4.0,8.875,,,
2011-07-16,,,,19.875,22.458,2.583,,4.708,16.833,,,
2011-07-17,,,,7.917,9.458,1.542,,2.625,9.0,,,
2011-07-18,,,,7.458,10.792,3.333,,1.167,13.042,,,
2011-07-19,,,,6.417,9.0,2.583,,1.417,4.833,,,
2011-07-20,,,,6.958,8.792,1.833,,1.667,5.708,,,
2011-07-21,,,,7.087,8.391,1.304,,1.792,6.5,,,
2011-07-22,,,,18.542,21.833,3.292,,3.625,13.583,,,
2011-07-23,,,,13.875,15.292,1.417,,3.833,21.625,,,
2011-07-24,,,,11.167,12.25,1.083,,3.625,19.042,,,
2011-07-25,,,,16.667,18.875,2.208,,3.208,21.25,,,
2011-07-26,,,,16.625,19.333,2.708,,3.375,8.375,,,
2011-07-27,,,,12.458,17.375,4.917,,3.391,7.708,,,
2011-07-28,,,,17.696,24.217,6.522,,3.667,16.333,,,
2011-07-29,,,,22.958,31.542,8.583,,3.875,20.375,,,
2011-07-30,,,,16.375,20.333,3.958,,3.333,21.625,,,
2011-07-31,,,,9.5,10.958,1.458,,2.5,21.75,,,
2011-08-01,,,,8.958,10.333,1.375,,2.292,27.542,,,
2011-08-02,,,,8.833,10.042,1.208,,2.125,14.25,,,
2011-08-03,,,,11.417,13.667,2.25,,2.625,8.75,,,
2011-08-04,,,,8.435,10.565,2.13,,2.875,7.5,,,
2011-08-05,,,,13.625,17.875,4.25,,2.0,9.458,,,
2011-08-06,,,,12.875,22.542,9.667,,2.833,6.667,,,
2011-08-07,,,,10.375,13.875,3.5,,3.208,,,,
2011-08-08,,,,16.208,20.458,4.25,,3.75,,,,
2011-08-09,,,,24.375,28.625,4.25,,5.167,,,,
2011-08-10,,,,19.125,21.708,2.583,,5.043,37.5,,,
2011-08-11,,,,15.435,18.087,2.652,,4.083,25.042,,,
2011-08-12,,,,11.708,12.333,0.625,,3.375,24.25,,,
2011-08-13,,,,10.625,11.208,0.583,,3.375,23.875,,,
2011-08-14,,,,8.583,9.333,0.75,,4.75,29.292,,,
2011-08-15,,,,9.875,10.792,0.917,,4.208,23.875,,,
2011-08-16,,,,13.125,14.333,1.208,,4.958,27.708,,,
2011-08-17,,,,15.708,18.458,2.75,,5.667,33.583,,,
2011-08-18,,,,16.304,19.478,3.174,,4.917,38.375,,,
2011-08-19,,,,14.792,16.458,1.667,,3.417,12.542,,,
2011-08-20,,,,15.458,16.25,0.792,,2.917,13.75,,,
2011-08-21,,,,14.208,15.5,1.292,,2.708,14.75,,,
2011-08-22,,,,19.208,21.292,2.083,,3.625,10.375,,,
2011-08-23,,,,16.792,20.083,3.292,,3.833,21.708,,,
2011-08-24,,,,16.667,24.042,7.375,,3.625,16.75,,,
2011-08-25,,,,14.174,21.043,6.87,,3.292,8.5,,,
2011-08-26,,,,14.833,22.0,7.167,,2.917,11.167,,,
2011-08-27,,,,15.917,17.667,1.75,,2.417,15.25,,,
2011-08-28,,,,9.542,10.625,1.083,,3.125,24.375,,,
2011-08-29,,,,10.167,11.583,1.417,,3.348,18.417,,,
2011-08-30,,,,11.625,12.625,1.0,,,11.75,,,
2011-08-31,,,,9.625,11.167,1.542,,,12.458,,,
2011-09-01,,,,8.652,13.087,4.435,,2.5,14.542,,,
2011-09-02,,,,6.708,9.125,2.417,,2.375,12.833,,,
2011-09-03,,,,5.958,7.375,1.417,,2.0,10.542,,,
2011-09-04,,,,12.042,14.125,2.083,,2.458,5.583,,,
2011-09-05,,,,14.125,19.083,4.958,,3.0,5.625,,,
2011-09-06,,,,12.292,13.792,1.5,,5.708,5.917,,,
2011-09-07,,,,28.458,31.542,3.083,,9.667,10.292,,,
2011-09-08,,,,25.565,28.565,3.0,,7.333,16.042,,,
2011-09-09,,,,16.625,18.708,2.083,,3.667,17.167,,,
2011-09-10,,,,14.083,20.042,5.958,,3.375,18.833,,,
2011-09-11,,,,8.667,10.292,1.625,,3.083,10.083,,,
2011-09-12,,,,14.125,17.125,3.0,,3.625,8.792,,,
2011-09-13,,,,17.208,21.583,4.375,,4.5,13.958,,,
2011-09-14,,,,15.958,18.708,2.75,,4.375,13.667,,,
2011-09-15,,,,12.304,16.0,3.696,,3.25,8.792,,,
2011-09-16,,,,8.417,11.625,3.208,,2.458,5.176,,,
2011-09-17,,,,13.292,18.75,5.458,,2.208,,,,
2011-09-18,,,,9.875,15.083,5.208,,2.917,,,,
2011-09-19,,,,8.375,10.708,2.333,,3.125,,,,
2011-09-20,,,,15.0,18.208,3.208,,2.938,,,,
2011-09-21,,,,8.708,10.083,1.375,,2.75,3.083,,,
2011-09-22,,,,10.652,11.652,1.0,,3.625,4.083,,,
2011-09-23,,,,10.917,11.417,0.5,,7.292,4.875,,,
2011-09-24,,,,13.458,14.833,1.375,,5.625,6.875,,,
2011-09-25,,,,11.75,12.333,0.583,,4.125,11.042,,,
2011-09-26,,,,18.625,20.083,1.458,,4.333,11.875,,,
2011-09-27,,,,17.833,22.958,5.125,,4.75,12.292,,,
2011-09-28,,,,22.375,24.667,2.292,,5.292,13.542,,,
2011-09-29,,,,20.826,23.0,2.174,,5.208,17.625,,,
2011-09-30,,,,13.833,15.167,1.333,,3.417,14.5,,,
2011-10-01,,,,6.167,6.708,0.542,,5.5,8.792,,,
2011-10-02,,,,10.125,10.958,0.833,,5.583,5.208,,,
2011-10-03,,,,7.5,7.958,0.458,,4.458,4.583,,,
2011-10-04,,,,21.583,25.042,3.458,,4.75,7.25,,,
2011-10-05,,,,26.75,29.917,3.167,,3.625,10.583,,,
2011-10-06,,,,15.391,16.739,1.348,,3.625,7.833,,,
2011-10-07,,,,13.042,13.667,0.625,,5.583,23.25,,,
2011-10-08,,,,16.625,18.458,1.833,,5.875,27.542,,,
2011-10-09,,,,16.75,17.125,0.375,,5.792,31.625,,,
2011-10-10,,,,19.958,20.75,0.792,,6.417,34.042,,,
2011-10-11,,,,31.75,37.917,6.167,,6.4,41.042,,,
2011-10-12,,,,28.333,40.042,11.708,,,43.292,,,
2011-10-13,,,,39.652,46.522,6.87,,6.0,41.5,,,
2011-10-14,,,,31.417,34.208,2.792,,4.417,36.375,,,
2011-10-15,,,,27.667,32.417,4.75,,3.583,11.333,,,
2011-10-16,,,,16.75,17.542,0.792,,5.792,20.417,,,
2011-10-17,,,,20.833,22.167,1.333,,5.75,21.417,,,
2011-10-18,,,,10.625,11.333,0.708,,4.375,8.5,,,
2011-10-19,,,,17.917,20.958,3.042,,4.167,11.167,,,
2011-10-20,,,,16.913,18.913,2.0,,4.292,13.292,,,
2011-10-21,,,,13.625,14.75,1.125,,3.583,10.292,,,
2011-10-22,,,,17.5,20.125,2.625,,3.375,7.542,,,
2011-10-23,,,,15.417,17.0,1.583,,3.375,5.833,,,
2011-10-24,,,,25.542,30.333,4.792,,3.75,8.5,,,
2011-10-25,,,,19.542,25.542,6.0,,4.458,11.167,,,
2011-10-26,,,,12.333,13.167,0.833,,3.5,6.583,,,
2011-10-27,,,,24.174,35.913,11.739,,3.917,12.375,,,
2011-10-28,,,,21.542,23.458,1.917,,3.833,11.4,,,
2011-10-29,,,,29.75,32.5,2.75,,4.125,,,,
2011-10-30,,,,18.667,19.75,1.083,,3.375,,,,
2011-10-31,,,,16.708,19.792,3.083,,2.783,6.692,,,
2011-11-01,,,,22.833,31.917,9.083,,3.708,11.25,,,
2011-11-02,,,,25.208,27.167,1.958,,4.0,16.292,,,
2011-11-03,,,,37.348,46.13,8.783,,5.375,28.458,,,
2011-11-04,,,,28.292,39.542,11.25,,4.167,23.792,,,
2011-11-05,,,,32.708,36.625,3.917,,3.625,38.708,,,
2011-11-06,,,,23.333,29.167,5.833,,3.75,22.417,,,
2011-11-07,,,,9.125,10.083,0.958,,3.5,5.417,,,
2011-11-08,,,,12.708,15.708,3.0,,3.458,7.042,,,
2011-11-09,,,,15.792,18.417,2.625,,3.292,6.75,,,
2011-11-10,,,,20.565,26.0,5.435,,3.042,8.333,,,
2011-11-11,,,,24.783,36.652,11.87,,2.435,9.375,,,
2011-11-12,,,,30.125,53.083,22.958,,3.0,12.208,,,
2011-11-13,,,,19.958,26.083,6.125,,3.708,21.333,,,
2011-11-14,,,,24.875,31.083,6.208,,4.25,35.333,,,
2011-11-15,,,,15.125,16.708,1.583,,3.125,15.25,,,
2011-11-16,,,,18.708,26.667,7.958,,2.583,6.75,,,
2011-11-17,,,,23.0,44.391,21.391,,4.583,14.75,,,
2011-11-18,,,,39.792,52.208,12.417,,3.75,20.583,,,
2011-11-19,,,,32.167,67.375,35.208,,2.167,21.708,,,
2011-11-20,,,,12.583,15.292,2.708,,2.167,10.875,,,
2011-11-21,,,,15.25,17.208,1.958,,2.083,4.667,,,
2011-11-22,,,,28.083,37.208,9.125,,2.667,7.25,,,
2011-11-23,,,,30.25,45.542,15.292,,2.833,16.625,,,
2011-11-24,,,,12.913,14.174,1.261,,2.375,6.792,,,
2011-11-25,,,,14.25,16.125,1.875,,2.0,5.208,,,
2011-11-26,,,,28.958,44.875,15.917,,2.292,6.458,,,
2011-11-27,,,,29.25,42.625,13.375,,3.083,16.958,,,
2011-11-28,,,,33.958,75.125,41.167,,3.25,38.042,,,
2011-11-29,,,,43.292,114.125,70.833,,4.208,47.042,,,
2011-11-30,,,,26.5,83.125,56.625,,3.778,30.458,,,
2011-12-01,,,,7.739,8.609,0.87,,,,,,
2011-12-02,,,,18.458,22.333,3.875,,2.333,4.0,,,
2011-12-03,,,,14.5,17.5,3.0,,2.208,4.75,,,
2011-12-04,,,,9.042,10.083,1.042,,2.042,3.75,,,
2011-12-05,,,,14.0,16.417,2.417,,2.042,5.125,,,
2011-12-06,,,,31.625,47.125,15.5,,2.5,8.833,,,
2011-12-07,,,,35.208,87.667,52.458,,3.542,18.083,,,
2011-12-08,,,,30.783,42.043,11.261,,2.708,19.542,,,
2011-12-09,,,,10.625,11.958,1.333,,2.208,4.333,,,
2011-12-10,,,,24.0,33.125,9.125,,2.333,7.167,,,
2011-12-11,,,,18.792,27.667,8.875,,2.25,9.917,,,
2011-12-12,,,,30.0,51.25,21.25,,2.958,20.875,,,
2011-12-13,,,,25.083,55.583,30.5,,2.583,13.5,,,
2011-12-14,,,,39.458,76.042,36.583,,3.625,17.375,,,
2011-12-15,,,,30.435,85.0,54.565,,4.625,24.958,,,
2011-12-16,,,,17.25,19.792,2.542,,3.125,5.292,,,
2011-12-17,,,,16.833,19.167,2.333,,3.0,5.375,,,
2011-12-18,,,,12.292,13.333,1.042,,3.042,8.0,,,
2011-12-19,,,,20.583,24.25,3.667,,3.167,8.875,,,
2011-12-20,,,,25.833,31.917,6.083,,3.208,5.708,,,
2011-12-21,,,,35.792,61.667,25.875,,5.5,19.125,,,
2011-12-22,,,,29.87,58.957,29.087,,6.55,27.167,,,
2011-12-23,,,,12.042,13.333,1.292,,,4.375,,,
2011-12-24,,,,18.208,22.208,4.0,,,5.292,,,
2011-12-25,,,,10.208,11.208,1.0,,,4.25,,,
2011-12-26,,,,16.792,19.458,2.667,,3.875,5.75,,,
2011-12-27,,,,19.333,25.542,6.208,,4.083,4.708,,,
2011-12-28,,,,36.583,83.417,46.833,,5.292,10.75,,,
2011-12-29,,,,26.478,62.391,35.913,,6.583,20.083,,,
2011-12-30,,,,8.875,9.667,0.792,,4.167,6.708,,,
2011-12-31,,,,17.833,20.375,2.542,,4.542,5.958,,,
2012-01-01,,,,15.708,18.125,2.417,,5.333,8.917,,,
2012-01-02,,,,18.375,24.75,6.375,,5.417,19.583,,,
2012-01-03,,,,8.13,9.391,1.261,,4.125,4.583,,,
2012-01-04,,,,10.458,11.917,1.458,,3.958,4.125,,,
2012-01-05,,,,27.917,39.042,11.125,,4.833,6.0,,,
2012-01-06,,,,25.542,41.75,16.208,,4.583,9.833,,,
2012-01-07,,,,41.833,75.542,33.708,,5.042,16.875,,,
2012-01-08,,,,40.875,80.458,39.583,,4.625,18.958,,,
2012-01-09,,,,31.583,57.5,25.917,,3.833,12.375,,,
2012-01-10,,,,19.87,21.783,1.913,,3.708,5.625,,,
2012-01-11,,,,23.792,28.333,4.542,,3.583,7.375,,,
2012-01-12,,,,40.375,61.375,21.0,,5.208,16.625,,,
2012-01-13,,,,35.5,53.875,18.375,,5.042,24.5,,,
2012-01-14,,,,11.208,12.417,1.208,,3.125,6.917,,,
2012-01-15,,,,11.917,13.542,1.625,,3.875,10.167,,,
2012-01-16,,,,34.75,52.25,17.5,,4.958,14.458,,,
2012-01-17,,,,20.217,24.87,4.652,,4.0,15.792,,,
2012-01-18,,,,13.708,16.792,3.083,,2.708,3.625,,,
2012-01-19,,,,28.25,40.667,12.417,,3.958,12.458,,,
2012-01-20,,,,9.333,11.958,2.625,,4.083,20.125,,,
2012-01-21,,,,34.5,43.917,9.417,,3.667,21.833,,,
2012-01-22,,,,23.708,43.125,19.417,,3.0,12.208,,,
2012-01-23,,,,15.167,18.333,3.167,,2.458,7.25,,,
2012-01-24,,,,30.304,46.391,16.087,,4.083,12.792,,,
2012-01-25,,,,11.958,12.167,0.208,,3.625,15.375,,,
2012-01-26,,,,9.958,10.167,0.208,,2.833,4.208,,,
2012-01-27,,,,12.958,13.25,0.292,,3.25,8.292,,,
2012-01-28,,,,17.583,19.083,1.5,,2.5,6.0,,,
2012-01-29,,,,33.5,38.25,4.75,,4.083,14.375,,,
2012-01-30,,,,25.458,29.5,4.042,,4.125,22.957,,,
2012-01-31,,,,41.348,66.739,25.391,,4.167,21.25,,,
2012-02-01,,,,44.208,62.875,18.667,,4.125,21.333,,,
2012-02-02,,,,28.5,38.125,9.625,,3.042,17.875,,,
2012-02-03,,,,8.792,9.75,0.958,,2.667,9.917,,,
2012-02-04,,,,31.5,48.333,16.833,,3.792,15.333,,,
2012-02-05,,,,9.042,10.125,1.083,,3.417,7.625,,,
2012-02-06,,,,23.167,27.167,4.0,,3.042,5.125,,,
2012-02-07,,,,27.217,41.087,13.87,,3.792,10.25,,,
2012-02-08,,,,8.417,9.542,1.125,,2.875,2.917,,,
2012-02-09,,,,13.083,14.167,1.083,,3.167,6.542,,,
2012-02-10,,,,25.292,31.458,6.167,,4.75,14.042,,,
2012-02-11,,,,10.875,11.792,0.917,,4.542,15.417,,,
2012-02-12,,,,23.542,26.917,3.375,,3.917,12.75,,,
2012-02-13,,,,17.75,19.958,2.208,,3.417,9.375,,,
